Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference
Max Aarons,ENG,DF,Norwich City,22-127,2000,31,29,2611,29.0,0,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03,0.7,0.7,1.2,1.9,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/774cf58b/
Che Adams,SCO,FW,Southampton,25-302,1996,28,23,2002,22.2,7,3,7,0,0,0,0,0.31,0.13,0.45,0.31,0.45,6.9,6.9,2.7,9.6,0.31,0.12,0.43,0.31,0.43,https://fbref.com/en/players/f2bf1b0f/
Rayan Aït Nouri,FRA,DF,Wolves,20-339,2001,20,17,1558,17.3,0,2,0,0,0,4,0,0.0,0.12,0.12,0.0,0.12,0.6,0.6,1.2,1.8,0.03,0.07,0.1,0.03,0.1,https://fbref.com/en/players/9b398aea/
Kristoffer Ajer,NOR,DF,Brentford,24-024,1998,22,21,1847,20.5,1,3,1,0,0,4,0,0.05,0.15,0.19,0.05,0.19,0.8,0.8,1.4,2.2,0.04,0.07,0.11,0.04,0.11,https://fbref.com/en/players/a8c0acb7/
Nathan Aké,NED,DF,Manchester City,27-082,1995,13,10,893,9.9,2,0,2,0,0,0,0,0.2,0.0,0.2,0.2,0.2,1.2,1.2,0.5,1.7,0.12,0.05,0.17,0.12,0.17,https://fbref.com/en/players/eaeca114/
Marc Albrighton,ENG,FWDF,Leicester City,32-174,1989,16,11,1087,12.1,1,1,1,0,0,3,0,0.08,0.08,0.17,0.08,0.17,0.5,0.5,1.3,1.8,0.04,0.11,0.15,0.04,0.15,https://fbref.com/en/players/b827d5b3/
Thiago Alcántara,ESP,MF,Liverpool,31-030,1991,24,16,1489,16.5,1,3,1,0,0,2,0,0.06,0.18,0.24,0.06,0.24,1.8,1.8,2.0,3.9,0.11,0.12,0.23,0.11,0.23,https://fbref.com/en/players/77e84962/
Trent Alexander-Arnold,ENG,DF,Liverpool,23-216,1998,31,31,2763,30.7,2,12,2,0,0,2,0,0.07,0.39,0.46,0.07,0.46,2.5,2.5,10.5,13.1,0.08,0.34,0.43,0.08,0.43,https://fbref.com/en/players/cd1acf9d/
Alisson,BRA,GK,Liverpool,29-221,1992,34,34,3060,34.0,0,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.4,0.4,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/7a2e46a8/
Allan,BRA,MF,Everton,31-123,1991,27,25,2173,24.1,0,2,0,0,0,7,1,0.0,0.08,0.08,0.0,0.08,0.2,0.2,0.9,1.1,0.01,0.04,0.04,0.01,0.04,https://fbref.com/en/players/cc700722/
Dele Alli,ENG,MF,Everton,26-030,1996,9,0,227,2.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.03,0.1,0.13,0.03,0.13,https://fbref.com/en/players/cea4ee8f/
Dele Alli,ENG,MFFW,Tottenham,26-030,1996,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0.0,0.14,0.0,0.0,1.5,0.7,0.8,1.5,0.2,0.11,0.31,0.1,0.21,https://fbref.com/en/players/cea4ee8f/
Miguel Almirón,PAR,MFFW,Newcastle Utd,28-090,1994,28,17,1553,17.3,1,0,1,0,0,2,0,0.06,0.0,0.06,0.06,0.06,2.0,2.0,0.6,2.6,0.11,0.04,0.15,0.11,0.15,https://fbref.com/en/players/862a1c15/
Marcos Alonso,ESP,DF,Chelsea,31-134,1990,26,23,1987,22.1,3,4,3,0,0,8,0,0.14,0.18,0.32,0.14,0.32,3.2,3.2,4.3,7.5,0.14,0.19,0.34,0.14,0.34,https://fbref.com/en/players/f4290206/
Steven Alzate,COL,MF,Brighton,23-245,1998,9,5,404,4.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/ad1f61f3/
Daniel Amartey,GHA,DF,Leicester City,27-141,1994,24,21,1900,21.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/1a4ef233/
Joachim Andersen,DEN,DF,Crystal Palace,25-345,1996,31,29,2646,29.4,0,3,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,0.5,0.5,1.8,2.4,0.02,0.06,0.08,0.02,0.08,https://fbref.com/en/players/e34fc66d/
Michail Antonio,JAM,FW,West Ham,32-044,1990,34,32,2792,31.0,9,7,9,0,1,8,1,0.29,0.23,0.52,0.29,0.52,10.9,10.6,6.5,17.1,0.35,0.21,0.56,0.34,0.55,https://fbref.com/en/players/ac05f970/
Cameron Archer,ENG,MFFW,Aston Villa,20-294,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,https://fbref.com/en/players/05e8ca6d/
Alphonse Areola,FRA,GK,West Ham,29-073,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2f965a72/
Adam Armstrong,ENG,FWMF,Southampton,25-090,1997,22,16,1351,15.0,2,2,2,0,0,1,0,0.13,0.13,0.27,0.13,0.27,4.2,4.2,1.7,5.9,0.28,0.11,0.39,0.28,0.39,https://fbref.com/en/players/68c720b5/
Stuart Armstrong,SCO,MF,Southampton,30-042,1992,23,14,1363,15.1,2,0,2,0,0,1,0,0.13,0.0,0.13,0.13,0.13,2.8,2.8,1.3,4.1,0.18,0.09,0.27,0.18,0.27,https://fbref.com/en/players/97333cf5/
Kepa Arrizabalaga,ESP,GK,Chelsea,27-220,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/28d596a0/
Harrison Ashby,SCO,DF,West Ham,20-178,2001,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/b391383a/
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,32-327,1989,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.5,0.07,0.57,0.36,0.43,https://fbref.com/en/players/d5dd5f1f/
Jordan Ayew,GHA,FW,Crystal Palace,30-242,1991,30,22,1929,21.4,2,3,2,0,0,1,0,0.09,0.14,0.23,0.09,0.23,3.0,3.0,2.3,5.3,0.14,0.11,0.25,0.14,0.25,https://fbref.com/en/players/da052c14/
Luke Ayling,ENG,DF,Leeds United,30-259,1991,26,26,2272,25.2,2,2,2,0,0,4,1,0.08,0.08,0.16,0.08,0.16,1.6,1.6,0.8,2.4,0.06,0.03,0.1,0.06,0.1,https://fbref.com/en/players/420d7c7d/
César Azpilicueta,ESP,DF,Chelsea,32-256,1989,24,23,1948,21.6,1,2,1,0,0,3,0,0.05,0.09,0.14,0.05,0.14,1.2,1.2,2.1,3.3,0.05,0.1,0.15,0.05,0.15,https://fbref.com/en/players/53cad200/
Daniel Bachmann,AUT,GK,Watford,27-306,1994,11,11,990,11.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/1c0eea98/
Leon Bailey,JAM,FWMF,Aston Villa,24-275,1997,18,7,761,8.5,1,2,1,0,0,3,0,0.12,0.24,0.35,0.12,0.35,1.6,1.6,0.6,2.2,0.19,0.07,0.26,0.19,0.26,https://fbref.com/en/players/3a233281/
Eric Bailly,CIV,DF,Manchester Utd,28-029,1994,4,3,217,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a1232f4e/
Folarin Balogun,ENG,FW,Arsenal,20-312,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.35,0.0,0.35,0.35,0.35,https://fbref.com/en/players/31822f8c/
Patrick Bamford,ENG,FW,Leeds United,28-248,1993,9,7,559,6.2,2,2,2,0,0,2,0,0.32,0.32,0.64,0.32,0.64,3.9,3.9,1.0,4.9,0.63,0.15,0.78,0.63,0.78,https://fbref.com/en/players/93feac6e/
Shandon Baptiste,GRN,MF,Brentford,24-033,1998,21,9,890,9.9,1,1,1,0,0,2,1,0.1,0.1,0.2,0.1,0.2,0.7,0.7,0.5,1.2,0.07,0.05,0.12,0.07,0.12,https://fbref.com/en/players/2886c9b5/
Ross Barkley,ENG,MF,Chelsea,28-157,1993,5,1,154,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.4,0.48,0.32,0.8,0.48,0.8,https://fbref.com/en/players/3a24769f/
Ashley Barnes,ENG,FW,Burnley,32-193,1989,20,5,571,6.3,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.0,1.9,0.14,0.16,0.3,0.14,0.3,https://fbref.com/en/players/2691c772/
Harvey Barnes,ENG,FWMF,Leicester City,24-153,1997,28,21,1817,20.2,4,6,4,0,0,2,0,0.2,0.3,0.5,0.2,0.5,5.9,5.9,2.7,8.6,0.29,0.13,0.42,0.29,0.42,https://fbref.com/en/players/3ea50f67/
Lewis Bate,ENG,MF,Leeds United,19-194,2002,2,0,88,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/cd4256d3/
Mads Bech Sørensen,DEN,DF,Brentford,23-124,1999,9,7,720,8.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.04,0.05,0.01,0.05,https://fbref.com/en/players/30db8574/
Jan Bednarek,POL,DF,Southampton,26-029,1996,31,30,2629,29.2,4,0,4,0,0,10,0,0.14,0.0,0.14,0.14,0.14,2.4,2.4,0.6,3.0,0.08,0.02,0.1,0.08,0.1,https://fbref.com/en/players/4115ce4e/
Donny van de Beek,NED,MF,Everton,25-023,1997,6,5,429,4.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/50dc94ce/
Donny van de Beek,NED,MF,Manchester Utd,25-023,1997,8,0,75,0.8,1,0,1,0,0,0,0,1.2,0.0,1.2,1.2,1.2,0.7,0.7,0.5,1.2,0.88,0.58,1.46,0.88,1.46,https://fbref.com/en/players/50dc94ce/
Asmir Begović,BIH,GK,Everton,34-325,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7b4de647/
Saïd Benrahma,ALG,FWMF,West Ham,26-274,1995,32,26,2168,24.1,8,6,8,0,0,0,0,0.33,0.25,0.58,0.33,0.58,5.1,5.1,3.3,8.4,0.21,0.14,0.35,0.21,0.35,https://fbref.com/en/players/5a04fd92/
Rodrigo Bentancur,URU,MF,Tottenham,24-340,1997,14,13,1109,12.3,0,1,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08,0.7,0.7,0.9,1.6,0.06,0.08,0.13,0.06,0.13,https://fbref.com/en/players/3b8674e6/
Christian Benteke,BEL,FW,Crystal Palace,31-159,1990,23,11,1122,12.5,4,1,4,0,0,3,0,0.32,0.08,0.4,0.32,0.4,5.4,5.4,1.1,6.4,0.43,0.09,0.52,0.43,0.52,https://fbref.com/en/players/ab070c55/
Jóhann Berg Guðmundsson,ISL,MF,Burnley,31-196,1990,18,13,1102,12.2,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,1.7,1.7,0.3,2.0,0.14,0.03,0.16,0.14,0.16,https://fbref.com/en/players/f72293fc/
Steven Bergwijn,NED,FWMF,Tottenham,24-215,1997,23,4,528,5.9,3,1,3,0,0,1,0,0.51,0.17,0.68,0.51,0.68,3.1,3.1,0.6,3.7,0.52,0.11,0.63,0.52,0.63,https://fbref.com/en/players/a29b1131/
Ryan Bertrand,ENG,DF,Leicester City,32-279,1989,4,4,337,3.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.08,0.08,0.0,0.08,https://fbref.com/en/players/01226327/
Mads Bidstrup,DEN,MF,Brentford,21-075,2001,4,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/407db0d5/
Yves Bissouma,MLI,MF,Brighton,25-254,1996,24,23,1976,22.0,1,1,1,0,0,10,0,0.05,0.05,0.09,0.05,0.09,0.9,0.9,0.6,1.4,0.04,0.03,0.07,0.04,0.07,https://fbref.com/en/players/6c203af0/
Willy Boly,CIV,DF,Wolves,31-097,1991,7,7,630,7.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02,0.02,0.04,0.02,0.04,https://fbref.com/en/players/a4ac4b8f/
Jarrod Bowen,ENG,FW,West Ham,25-142,1996,34,32,2803,31.1,10,10,10,0,0,5,0,0.32,0.32,0.64,0.32,0.64,10.1,10.1,5.7,15.8,0.32,0.18,0.51,0.32,0.51,https://fbref.com/en/players/79c84d1c/
Jarrad Branthwaite,ENG,DF,Everton,19-318,2002,4,2,281,3.1,1,0,1,0,0,0,0,0.32,0.0,0.32,0.32,0.32,0.4,0.4,0.0,0.4,0.14,0.0,0.14,0.14,0.14,https://fbref.com/en/players/c1949191/
Armando Broja,ALB,FW,Southampton,20-243,2001,31,20,1894,21.0,6,0,6,0,0,2,0,0.29,0.0,0.29,0.29,0.29,7.0,7.0,1.3,8.4,0.33,0.06,0.4,0.33,0.4,https://fbref.com/en/players/97220da2/
Josh Brownhill,ENG,MF,Burnley,26-143,1995,32,29,2703,30.0,2,3,2,0,0,10,0,0.07,0.1,0.17,0.07,0.17,1.4,1.4,2.3,3.7,0.05,0.08,0.12,0.05,0.12,https://fbref.com/en/players/47369df8/
Lewis Brunt,ENG,MF,Leicester City,21-186,2000,1,0,24,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a2081c6b/
Bryan,ESP,FWMF,Tottenham,21-089,2001,9,0,94,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.07,0.1,0.03,0.1,https://fbref.com/en/players/7b5ab7f2/
Emi Buendía,ARG,FWMF,Aston Villa,25-137,1996,32,20,1702,18.9,3,6,3,0,0,1,0,0.16,0.32,0.48,0.16,0.48,2.8,2.8,4.9,7.7,0.15,0.26,0.41,0.15,0.41,https://fbref.com/en/players/66b76d44/
Dan Burn,ENG,DF,Brighton,30-002,1992,13,12,1022,11.4,1,0,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,1.3,1.3,0.0,1.3,0.11,0.0,0.12,0.11,0.12,https://fbref.com/en/players/b2d31e83/
Dan Burn,ENG,DF,Newcastle Utd,30-002,1992,14,14,1260,14.0,0,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,0.5,0.5,0.1,0.6,0.04,0.01,0.04,0.04,0.04,https://fbref.com/en/players/b2d31e83/
Jack Butland,ENG,GK,Crystal Palace,29-062,1993,7,6,585,6.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/cc70a1d5/
Sam Byram,ENG,DF,Norwich City,28-237,1993,12,8,812,9.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.09,0.02,0.11,0.09,0.11,https://fbref.com/en/players/1bf811d4/
Willy Caballero,ARG,GK,Southampton,40-225,1981,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a179d516/
Moisés Caicedo,ECU,MF,Brighton,20-190,2001,6,6,509,5.7,1,1,1,0,0,1,0,0.18,0.18,0.35,0.18,0.35,0.1,0.1,0.3,0.4,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/16264a81/
Dominic Calvert-Lewin,ENG,FW,Everton,25-056,1997,13,12,999,11.1,3,1,1,2,3,2,0,0.27,0.09,0.36,0.09,0.18,6.1,3.8,0.8,4.6,0.55,0.07,0.62,0.34,0.41,https://fbref.com/en/players/59e6e5bf/
Chem Campbell,WAL,MF,Wolves,19-132,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/6f711f67/
João Cancelo,POR,DF,Manchester City,27-349,1994,33,33,2957,32.9,1,7,1,0,0,7,0,0.03,0.21,0.24,0.03,0.24,3.8,3.8,4.6,8.3,0.11,0.14,0.25,0.11,0.25,https://fbref.com/en/players/bd6351cd/
Sergi Canós,ESP,DF,Brentford,25-098,1997,30,25,2066,23.0,2,2,2,0,0,6,0,0.09,0.09,0.17,0.09,0.17,3.0,3.0,1.9,4.9,0.13,0.08,0.21,0.13,0.21,https://fbref.com/en/players/1137759d/
Todd Cantwell,ENG,FWMF,Norwich City,24-073,1998,8,5,441,4.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/f63d8a4b/
Matty Cash,POL,DF,Aston Villa,24-277,1997,35,35,3107,34.5,3,3,3,0,0,8,0,0.09,0.09,0.17,0.09,0.17,2.1,2.1,1.9,4.0,0.06,0.05,0.12,0.06,0.12,https://fbref.com/en/players/2389cdc2/
Timothy Castagne,BEL,DF,Leicester City,26-157,1995,23,18,1788,19.9,1,0,1,0,0,1,0,0.05,0.0,0.05,0.05,0.05,0.2,0.2,1.0,1.1,0.01,0.05,0.06,0.01,0.06,https://fbref.com/en/players/197640fd/
Jonny Castro,ESP,DF,Wolves,28-069,1994,10,7,754,8.4,2,0,2,0,0,1,0,0.24,0.0,0.24,0.24,0.24,0.7,0.7,0.8,1.6,0.09,0.1,0.19,0.09,0.19,https://fbref.com/en/players/e28868f3/
Craig Cathcart,NIR,DF,Watford,33-094,1989,29,26,2301,25.6,0,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,0.3,0.4,0.0,0.01,0.02,0.0,0.02,https://fbref.com/en/players/89e4b358/
Edinson Cavani,URU,FW,Manchester Utd,35-086,1987,14,6,676,7.5,2,1,2,0,0,0,0,0.27,0.13,0.4,0.27,0.4,3.2,3.2,1.2,4.4,0.43,0.16,0.59,0.43,0.59,https://fbref.com/en/players/527f063d/
Kayky Chagas,BRA,FW,Manchester City,18-334,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/17734ea0/
Trevoh Chalobah,ENG,DF,Chelsea,22-310,1999,18,15,1269,14.1,3,1,3,0,0,2,0,0.21,0.07,0.28,0.21,0.28,0.9,0.9,0.2,1.1,0.06,0.01,0.08,0.06,0.08,https://fbref.com/en/players/5515376c/
Calum Chambers,ENG,DF,Arsenal,27-111,1995,2,2,170,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,https://fbref.com/en/players/dc6f5bdd/
Calum Chambers,ENG,DFMF,Aston Villa,27-111,1995,8,7,610,6.8,1,0,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/dc6f5bdd/
Daniel Chesters,ENG,MF,West Ham,20-037,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/240c8ab6/
Ben Chilwell,ENG,DF,Chelsea,25-141,1996,6,6,540,6.0,3,1,3,0,0,0,0,0.5,0.17,0.67,0.5,0.67,1.2,1.2,0.9,2.1,0.19,0.15,0.35,0.19,0.35,https://fbref.com/en/players/d2424d1b/
Chiquinho,POR,MFDF,Wolves,22-095,2000,6,0,73,0.8,0,3,0,0,0,0,0,0.0,3.7,3.7,0.0,3.7,0.2,0.2,0.3,0.6,0.28,0.42,0.71,0.28,0.71,https://fbref.com/en/players/dc6c2f02/
Hamza Choudhury,ENG,DFMF,Leicester City,24-222,1997,6,4,285,3.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,https://fbref.com/en/players/7d2d3329/
Andreas Christensen,DEN,DF,Chelsea,26-031,1996,18,16,1406,15.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.7,0.03,0.02,0.04,0.03,0.04,https://fbref.com/en/players/1cb49278/
Carney Chukwuemeka,ENG,MFFW,Aston Villa,18-124,2004,11,1,245,2.7,0,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37,0.6,0.6,1.0,1.5,0.2,0.36,0.57,0.2,0.57,https://fbref.com/en/players/b2f9c73e/
Ciaran Clark,IRL,DF,Newcastle Utd,32-227,1989,13,12,1014,11.3,0,1,0,0,0,2,1,0.0,0.09,0.09,0.0,0.09,0.8,0.8,0.3,1.1,0.07,0.03,0.1,0.07,0.1,https://fbref.com/en/players/2b91cf8e/
Tom Cleverley,ENG,MF,Watford,32-272,1989,27,19,1526,17.0,0,2,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,0.8,0.8,1.5,2.3,0.05,0.09,0.13,0.05,0.13,https://fbref.com/en/players/6cdd8245/
Nathaniel Clyne,ENG,DF,Crystal Palace,31-036,1991,13,12,1081,12.0,0,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.5,0.5,0.0,0.04,0.04,0.0,0.04,https://fbref.com/en/players/0442183b/
Conor Coady,ENG,DF,Wolves,29-075,1993,35,35,3136,34.8,4,0,4,0,0,4,0,0.11,0.0,0.11,0.11,0.11,2.0,2.0,0.0,2.0,0.06,0.0,0.06,0.06,0.06,https://fbref.com/en/players/2928dca2/
Séamus Coleman,IRL,DF,Everton,33-212,1988,27,27,2393,26.6,1,0,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,1.0,1.0,1.0,2.0,0.04,0.04,0.07,0.04,0.07,https://fbref.com/en/players/0420d84f/
Nathan Collins,IRL,DF,Burnley,21-011,2001,16,15,1400,15.6,2,0,2,0,0,2,1,0.13,0.0,0.13,0.13,0.13,1.3,1.3,0.4,1.8,0.09,0.03,0.11,0.09,0.11,https://fbref.com/en/players/a8c19eb8/
Aaron Connolly,IRL,FW,Brighton,22-103,2000,4,1,156,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.8,0.26,0.2,0.47,0.26,0.47,https://fbref.com/en/players/27c01749/
Liam Cooper,SCO,DF,Leeds United,30-254,1991,18,18,1544,17.2,0,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,0.1,0.4,0.02,0.01,0.02,0.02,0.02,https://fbref.com/en/players/dc64b8b3/
Jack Cork,ENG,MF,Burnley,32-320,1989,17,17,1400,15.6,1,0,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06,0.6,0.6,0.1,0.8,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/74e12f1e/
Maxwel Cornet,CIV,FWMF,Burnley,25-226,1996,23,18,1502,16.7,8,1,8,0,1,2,0,0.48,0.06,0.54,0.48,0.54,5.9,5.1,1.4,6.5,0.35,0.08,0.44,0.31,0.39,https://fbref.com/en/players/beb391dd/
Hélder Costa,ANG,MF,Leeds United,28-119,1994,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,https://fbref.com/en/players/f13d02a6/
Vladimír Coufal,CZE,DF,West Ham,29-262,1992,26,23,2039,22.7,0,4,0,0,0,4,1,0.0,0.18,0.18,0.0,0.18,0.6,0.6,2.3,2.9,0.03,0.1,0.13,0.03,0.13,https://fbref.com/en/players/fdf3cb77/
Philippe Coutinho,BRA,MFFW,Aston Villa,29-333,1992,16,14,1149,12.8,4,3,4,0,0,0,0,0.31,0.23,0.55,0.31,0.55,3.5,3.5,3.1,6.6,0.27,0.25,0.52,0.27,0.52,https://fbref.com/en/players/0ef89a37/
Aaron Cresswell,ENG,DF,West Ham,32-147,1989,29,29,2546,28.3,2,3,2,0,0,3,0,0.07,0.11,0.18,0.07,0.18,1.0,1.0,3.2,4.2,0.03,0.11,0.15,0.03,0.15,https://fbref.com/en/players/4f974391/
Charlie Cresswell,ENG,DF,Leeds United,19-155,2002,5,1,141,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,https://fbref.com/en/players/4654e5f5/
Cucho,COL,FWMF,Watford,23-021,1999,24,11,1128,12.5,5,2,5,0,0,3,0,0.4,0.16,0.56,0.4,0.56,2.5,2.5,1.9,4.4,0.2,0.15,0.35,0.2,0.35,https://fbref.com/en/players/71b47ab9/
Marc Cucurella,ESP,DF,Brighton,23-293,1998,33,33,2909,32.3,1,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,0.6,0.6,2.5,3.1,0.02,0.08,0.1,0.02,0.1,https://fbref.com/en/players/1daec722/
Luke Cundle,ENG,MF,Wolves,20-015,2002,3,2,174,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.13,0.13,0.0,0.13,https://fbref.com/en/players/cc3b8e78/
Patson Daka,ZAM,FW,Leicester City,23-214,1998,22,13,1149,12.8,5,3,5,0,0,2,0,0.39,0.23,0.63,0.39,0.63,4.6,4.6,1.8,6.4,0.36,0.14,0.5,0.36,0.5,https://fbref.com/en/players/ca45605e/
Stuart Dallas,NIR,DFMF,Leeds United,31-022,1991,34,34,2919,32.4,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,2.0,2.0,2.4,4.3,0.06,0.07,0.13,0.06,0.13,https://fbref.com/en/players/67ca8566/
Diogo Dalot,POR,DF,Manchester Utd,23-054,1999,23,18,1723,19.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,1.7,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/d9565625/
Karl Darlow,ENG,GK,Newcastle Utd,31-215,1990,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/cde3309f/
