Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference
Wayne Hennessey,WAL,GK,Burnley,35-107,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.06,0.06,0.0,0.06,https://fbref.com/en/players/76eca7e2/
Rico Henry,ENG,DF,Brentford,24-307,1997,32,31,2624,29.2,2,0,2,0,0,2,0,0.07,0.0,0.07,0.07,0.07,1.5,1.5,1.6,3.1,0.05,0.06,0.11,0.05,0.11,https://fbref.com/en/players/8a3c1dc7/
Son Heung-min,KOR,FWMF,Tottenham,29-307,1992,32,32,2755,30.6,20,7,20,0,0,1,0,0.65,0.23,0.88,0.65,0.88,13.4,13.4,7.5,20.9,0.44,0.25,0.68,0.44,0.68,https://fbref.com/en/players/92e7e919/
Ki-Jana Hoever,NED,DF,Wolves,20-113,2002,8,4,308,3.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/9a71e978/
Rob Holding,ENG,DF,Arsenal,26-233,1995,13,7,723,8.0,1,0,1,0,0,2,0,0.12,0.0,0.12,0.12,0.12,0.3,0.3,0.0,0.3,0.04,0.0,0.04,0.04,0.04,https://fbref.com/en/players/d79a8c87/
Mason Holgate,ENG,DF,Everton,25-201,1996,21,19,1774,19.7,2,0,2,0,0,6,1,0.1,0.0,0.1,0.1,0.1,1.1,1.1,0.0,1.1,0.05,0.0,0.05,0.05,0.05,https://fbref.com/en/players/d0042ab9/
Callum Hudson-Odoi,ENG,FWMF,Chelsea,21-185,2000,15,11,962,10.7,1,2,1,0,0,1,0,0.09,0.19,0.28,0.09,0.28,2.1,2.1,2.3,4.4,0.2,0.21,0.41,0.2,0.41,https://fbref.com/en/players/15f3ec41/
Will Hughes,ENG,MF,Crystal Palace,27-024,1995,14,11,915,10.2,0,1,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.7,0.8,0.02,0.07,0.08,0.02,0.08,https://fbref.com/en/players/a0666d3e/
Pierre Højbjerg,DEN,MF,Tottenham,26-279,1995,33,33,2926,32.5,2,2,2,0,0,3,0,0.06,0.06,0.12,0.06,0.12,1.9,1.9,2.1,4.1,0.06,0.07,0.13,0.06,0.13,https://fbref.com/en/players/8b04d6c1/
Adam Idah,IRL,FWMF,Norwich City,21-061,2001,17,6,625,6.9,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,2.0,2.0,0.6,2.6,0.28,0.09,0.37,0.28,0.37,https://fbref.com/en/players/291e3ec3/
Kelechi Iheanacho,NGA,FW,Leicester City,25-220,1996,25,12,1202,13.4,4,5,4,0,0,1,0,0.3,0.37,0.67,0.3,0.67,3.4,3.4,2.7,6.1,0.26,0.2,0.46,0.26,0.46,https://fbref.com/en/players/c92e1a31/
Danny Ings,ENG,FW,Aston Villa,29-292,1992,27,21,1807,20.1,7,6,6,1,1,4,0,0.35,0.3,0.65,0.3,0.6,6.7,6.0,2.0,8.0,0.33,0.1,0.44,0.3,0.4,https://fbref.com/en/players/07802f7f/
Tim Iroegbunam,ENG,MF,Aston Villa,18-315,2003,3,1,92,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.13,0.0,0.13,0.13,0.13,https://fbref.com/en/players/84c5ceea/
Alex Iwobi,NGA,MFFW,Everton,26-008,1996,24,18,1675,18.6,2,2,2,0,0,1,0,0.11,0.11,0.21,0.11,0.21,1.6,1.6,2.0,3.6,0.09,0.11,0.2,0.09,0.2,https://fbref.com/en/players/6ca5ec4b/
Daniel James,WAL,FW,Manchester Utd,24-182,1997,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,https://fbref.com/en/players/c931d9f9/
Daniel James,WAL,FWMF,Leeds United,24-182,1997,31,28,2343,26.0,4,4,4,0,0,7,0,0.15,0.15,0.31,0.15,0.31,5.7,5.7,2.4,8.1,0.22,0.09,0.31,0.22,0.31,https://fbref.com/en/players/c931d9f9/
Reece James,ENG,DF,Chelsea,22-154,1999,23,19,1607,17.9,5,6,5,0,0,4,1,0.28,0.34,0.62,0.28,0.62,2.4,2.4,4.7,7.1,0.13,0.26,0.4,0.13,0.4,https://fbref.com/en/players/1265a93a/
Vitaly Janelt,GER,MF,Brentford,24-001,1998,29,26,2163,24.0,4,0,4,0,0,3,0,0.17,0.0,0.17,0.17,0.17,2.5,2.5,2.2,4.7,0.11,0.09,0.2,0.11,0.2,https://fbref.com/en/players/8449d35e/
Pontus Jansson,SWE,DF,Brentford,31-087,1991,35,35,3141,34.9,3,1,3,0,0,7,0,0.09,0.03,0.11,0.09,0.11,2.9,2.9,0.5,3.4,0.08,0.01,0.1,0.08,0.1,https://fbref.com/en/players/172e52d8/
Mathias Jensen,DEN,MF,Brentford,26-130,1996,29,17,1454,16.2,0,1,0,0,0,0,0,0.0,0.06,0.06,0.0,0.06,1.8,1.8,3.1,4.9,0.11,0.19,0.3,0.11,0.3,https://fbref.com/en/players/0f134faf/
Gabriel Jesus,BRA,FW,Manchester City,25-038,1997,26,19,1697,18.9,8,8,7,1,1,0,0,0.42,0.42,0.85,0.37,0.8,9.1,8.3,5.3,13.6,0.48,0.28,0.76,0.44,0.72,https://fbref.com/en/players/b66315ae/
Raúl Jiménez,MEX,FW,Wolves,31-006,1991,31,27,2380,26.4,6,3,5,1,1,9,2,0.23,0.11,0.34,0.19,0.3,6.6,6.0,2.0,8.1,0.25,0.08,0.32,0.23,0.3,https://fbref.com/en/players/b561db50/
Joelinton,BRA,MFFW,Newcastle Utd,25-270,1996,33,28,2458,27.3,4,1,4,0,0,8,0,0.15,0.04,0.18,0.15,0.18,4.0,4.0,1.8,5.8,0.15,0.06,0.21,0.15,0.21,https://fbref.com/en/players/c17bfb65/
Ben Johnson,ENG,DF,West Ham,22-107,2000,18,16,1386,15.4,1,0,1,0,0,1,0,0.06,0.0,0.06,0.06,0.06,0.1,0.1,0.8,0.9,0.01,0.05,0.06,0.01,0.06,https://fbref.com/en/players/9319781b/
Curtis Jones,ENG,MF,Liverpool,21-101,2001,14,9,761,8.5,1,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,0.8,0.8,0.6,1.3,0.09,0.07,0.16,0.09,0.16,https://fbref.com/en/players/4fb9c88f/
Phil Jones,ENG,DF,Manchester Utd,30-079,1992,4,2,163,1.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/def899bd/
Jorginho,ITA,MF,Chelsea,30-142,1991,27,24,2093,23.3,6,2,0,6,7,4,0,0.26,0.09,0.34,0.0,0.09,5.7,0.4,2.6,3.0,0.25,0.11,0.36,0.02,0.13,https://fbref.com/en/players/45db685d/
Diogo Jota,POR,FW,Liverpool,25-158,1996,33,25,2217,24.6,15,3,15,0,0,3,0,0.61,0.12,0.73,0.61,0.73,15.2,15.2,5.4,20.6,0.62,0.22,0.83,0.62,0.83,https://fbref.com/en/players/178ae8f8/
James Justin,ENG,DF,Leicester City,24-077,1998,10,8,728,8.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,1.5,0.08,0.1,0.18,0.08,0.18,https://fbref.com/en/players/fb614c44/
Mathias Jørgensen,DEN,DF,Brentford,32-018,1990,8,6,518,5.8,1,0,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17,0.1,0.1,0.1,0.2,0.02,0.02,0.03,0.02,0.03,https://fbref.com/en/players/0db5d2c8/
Ozan Kabak,TUR,DF,Norwich City,22-047,2000,11,11,922,10.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/2d61d13a/
Christian Kabasele,BEL,DF,Watford,31-076,1991,13,9,923,10.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.03,0.0,0.03,0.03,0.03,https://fbref.com/en/players/914ab9a1/
Samuel Kalu,NGA,FWMF,Watford,24-258,1997,2,0,47,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,https://fbref.com/en/players/b8d22478/
Hassane Kamara,CIV,DF,Watford,28-067,1994,17,17,1501,16.7,1,0,1,0,0,5,1,0.06,0.0,0.06,0.06,0.06,0.2,0.2,0.4,0.6,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/19a12bed/
Harry Kane,ENG,FW,Tottenham,28-287,1993,34,33,2962,32.9,13,8,11,2,2,5,0,0.4,0.24,0.64,0.33,0.58,16.2,14.7,8.1,22.8,0.49,0.25,0.74,0.45,0.69,https://fbref.com/en/players/21a66f6a/
N'Golo Kanté,FRA,MF,Chelsea,31-043,1991,24,19,1612,17.9,2,4,2,0,0,1,0,0.11,0.22,0.33,0.11,0.33,1.8,1.8,2.1,4.0,0.1,0.12,0.22,0.1,0.22,https://fbref.com/en/players/b9fbae28/
Edo Kayembe,COD,MF,Watford,23-281,1998,10,6,540,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.01,0.04,0.06,0.01,0.06,https://fbref.com/en/players/f99b71de/
Moise Kean,ITA,FW,Everton,22-072,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3d50bcdb/
Michael Keane,ENG,DF,Everton,29-120,1993,29,28,2522,28.0,2,2,2,0,0,3,1,0.07,0.07,0.14,0.07,0.14,0.9,0.9,0.6,1.5,0.03,0.02,0.05,0.03,0.05,https://fbref.com/en/players/c5b7c315/
Naby Keïta,GUI,MF,Liverpool,27-090,1995,21,13,1096,12.2,3,1,3,0,0,3,0,0.25,0.08,0.33,0.25,0.33,2.0,2.0,1.4,3.4,0.16,0.12,0.28,0.16,0.28,https://fbref.com/en/players/f25c8e3a/
Caoimhín Kelleher,IRL,GK,Liverpool,23-169,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/62d7ef38/
Jonjoe Kenny,ENG,DF,Everton,25-057,1997,12,10,908,10.1,0,1,0,0,0,3,1,0.0,0.1,0.1,0.0,0.1,0.3,0.3,0.5,0.8,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/099e666f/
Max Kilman,ENG,DF,Wolves,24-353,1997,30,30,2687,29.9,1,0,1,0,0,3,0,0.03,0.0,0.03,0.03,0.03,1.0,1.0,0.0,1.0,0.03,0.0,0.03,0.03,0.03,https://fbref.com/en/players/d0f72bf1/
Joshua King,NOR,FW,Watford,30-116,1992,31,26,2177,24.2,5,3,4,1,1,5,0,0.21,0.12,0.33,0.17,0.29,8.0,7.2,3.1,10.4,0.33,0.13,0.46,0.3,0.43,https://fbref.com/en/players/43458538/
Kristoffer Klaesson,NOR,GK,Leeds United,21-165,2000,1,0,36,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3f70db80/
Mateusz Klich,POL,MF,Leeds United,31-332,1990,30,25,1953,21.7,1,2,1,0,0,5,0,0.05,0.09,0.14,0.05,0.14,2.5,2.5,2.0,4.5,0.11,0.09,0.21,0.11,0.21,https://fbref.com/en/players/282679b4/
Robin Koch,GER,MFDF,Leeds United,25-298,1996,17,14,1327,14.7,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/ea6bc03a/
Sead Kolašinac,BIH,DF,Arsenal,28-325,1993,2,1,91,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3935e52e/
Ibrahima Konaté,FRA,DF,Liverpool,22-351,1999,9,9,810,9.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/5ed9b537/
Ezri Konsa,ENG,DF,Aston Villa,24-200,1997,28,28,2428,27.0,2,0,2,0,0,6,2,0.07,0.0,0.07,0.07,0.07,1.5,1.5,0.3,1.7,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/0313a347/
Cheikhou Kouyaté,SEN,MF,Crystal Palace,32-141,1989,25,22,1860,20.7,0,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05,0.5,0.5,0.7,1.2,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/8d3c902d/
Mateo Kovačić,CRO,MF,Chelsea,28-005,1994,24,15,1529,17.0,2,5,2,0,0,4,0,0.12,0.29,0.41,0.12,0.41,1.8,1.8,3.6,5.4,0.11,0.21,0.32,0.11,0.32,https://fbref.com/en/players/79c0821a/
Emil Krafth,SWE,DF,Newcastle Utd,27-282,1994,19,17,1544,17.2,0,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,0.6,0.8,0.01,0.04,0.05,0.01,0.05,https://fbref.com/en/players/77cf6852/
Alex Král,CZE,MF,West Ham,23-357,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e717705a/
Tim Krul,NED,GK,Norwich City,34-038,1988,28,28,2520,28.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.02,0.02,0.0,0.02,https://fbref.com/en/players/f23f9d20/
Juraj Kucka,SVK,MF,Watford,35-074,1987,26,22,1920,21.3,1,1,1,0,0,5,1,0.05,0.05,0.09,0.05,0.09,3.1,3.1,0.9,4.0,0.15,0.04,0.19,0.15,0.19,https://fbref.com/en/players/5aaef9ef/
Dejan Kulusevski,SWE,MFFW,Tottenham,22-016,2000,15,12,1111,12.3,3,8,3,0,0,2,0,0.24,0.65,0.89,0.24,0.89,2.6,2.6,3.5,6.0,0.21,0.28,0.49,0.21,0.49,https://fbref.com/en/players/df3cda47/
Alexandre Lacazette,FRA,FWMF,Arsenal,30-348,1991,27,20,1711,19.0,4,7,2,2,3,0,0,0.21,0.37,0.58,0.11,0.47,7.8,5.5,1.9,7.5,0.41,0.1,0.51,0.29,0.39,https://fbref.com/en/players/9dbb75ca/
Adam Lallana,ENG,MF,Brighton,34-001,1988,23,18,1544,17.2,0,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,1.2,1.2,0.7,1.9,0.07,0.04,0.11,0.07,0.11,https://fbref.com/en/players/99813635/
Tariq Lamptey,ENG,DFFW,Brighton,21-223,2000,28,16,1541,17.1,0,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.7,0.7,2.0,2.7,0.04,0.12,0.16,0.04,0.16,https://fbref.com/en/players/f4e433d4/
Manuel Lanzini,ARG,MF,West Ham,29-085,1993,28,17,1630,18.1,5,3,2,3,3,2,0,0.28,0.17,0.44,0.11,0.28,3.5,1.2,2.2,3.4,0.19,0.12,0.31,0.07,0.19,https://fbref.com/en/players/26f6dca8/
Aymeric Laporte,ESP,DF,Manchester City,27-349,1994,30,30,2588,28.8,4,0,4,0,0,5,1,0.14,0.0,0.14,0.14,0.14,4.2,4.2,0.4,4.5,0.14,0.01,0.16,0.14,0.16,https://fbref.com/en/players/119b9a8e/
Jamaal Lascelles,ENG,DF,Newcastle Utd,28-181,1993,24,21,1926,21.4,1,0,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,1.0,1.0,0.3,1.2,0.04,0.01,0.06,0.04,0.06,https://fbref.com/en/players/450ab6fc/
Pierre Lees-Melou,FRA,MF,Norwich City,28-351,1993,30,24,2015,22.4,1,0,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,1.6,1.6,1.7,3.3,0.07,0.08,0.15,0.07,0.15,https://fbref.com/en/players/f5044e54/
Aaron Lennon,ENG,MF,Burnley,35-025,1987,25,17,1508,16.8,2,0,2,0,0,2,0,0.12,0.0,0.12,0.12,0.12,1.1,1.1,0.5,1.6,0.06,0.03,0.1,0.06,0.1,https://fbref.com/en/players/2ff964a0/
Bernd Leno,GER,GK,Arsenal,30-068,1992,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2628fd2b/
Jamal Lewis,NIR,DF,Newcastle Utd,24-106,1998,5,4,262,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/efb9215a/
Victor Lindelöf,SWE,DF,Manchester Utd,27-298,1994,27,25,2265,25.2,0,2,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,0.5,0.8,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/f5deef4c/
Jesse Lingard,ENG,FWMF,Manchester Utd,29-147,1992,16,2,367,4.1,2,0,2,0,0,1,0,0.49,0.0,0.49,0.49,0.49,0.7,0.7,0.4,1.1,0.17,0.1,0.26,0.17,0.26,https://fbref.com/en/players/810e3c74/
Valentino Livramento,ENG,DF,Southampton,19-180,2002,28,25,2202,24.5,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,2.3,3.4,0.05,0.09,0.14,0.05,0.14,https://fbref.com/en/players/afed6722/
Diego Llorente,ESP,DF,Leeds United,28-268,1993,25,25,2070,23.0,3,0,3,0,0,7,0,0.13,0.0,0.13,0.13,0.13,1.3,1.3,0.1,1.4,0.06,0.0,0.06,0.06,0.06,https://fbref.com/en/players/bba30585/
Hugo Lloris,FRA,GK,Tottenham,35-136,1986,35,35,3150,35.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/8f62b6ee/
Giovani Lo Celso,ARG,MFFW,Tottenham,26-032,1996,9,2,238,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.4,0.28,0.24,0.52,0.28,0.52,https://fbref.com/en/players/d7553721/
Jürgen Locadia,NED,FW,Brighton,28-185,1993,1,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.45,0.0,0.45,0.45,0.45,https://fbref.com/en/players/6cc47ae1/
Ruben Loftus-Cheek,ENG,MFDF,Chelsea,26-108,1996,22,13,1314,14.6,0,2,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,1.2,1.2,1.8,2.9,0.08,0.12,0.2,0.08,0.2,https://fbref.com/en/players/e97fd090/
Kevin Long,IRL,DF,Burnley,31-266,1990,3,1,140,1.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,https://fbref.com/en/players/5a4280b1/
Shane Long,IRL,FW,Southampton,35-109,1987,12,3,300,3.3,1,0,1,0,0,1,0,0.3,0.0,0.3,0.3,0.3,1.0,1.0,0.1,1.1,0.31,0.03,0.34,0.31,0.34,https://fbref.com/en/players/9f472354/
Sean Longstaff,ENG,MF,Newcastle Utd,24-193,1997,22,13,1284,14.3,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,1.2,1.2,0.4,1.6,0.08,0.03,0.11,0.08,0.11,https://fbref.com/en/players/a2b105e0/
Ademola Lookman,NGA,FWMF,Leicester City,24-203,1997,24,15,1394,15.5,6,0,6,0,0,2,0,0.39,0.0,0.39,0.39,0.39,4.7,4.7,1.9,6.6,0.3,0.12,0.43,0.3,0.43,https://fbref.com/en/players/7c104bb7/
Jonas Lössl,DEN,GK,Brentford,33-099,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/939bc634/
Imran Louza,MAR,MF,Watford,23-010,1999,20,17,1416,15.7,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.1,0.07,0.06,0.14,0.07,0.14,https://fbref.com/en/players/e1df6989/
Matthew Lowton,ENG,DF,Burnley,32-336,1989,23,19,1690,18.8,1,2,1,0,0,3,0,0.05,0.11,0.16,0.05,0.16,0.6,0.6,1.3,1.9,0.03,0.07,0.1,0.03,0.1,https://fbref.com/en/players/9a9c05db/
Douglas Luiz,BRA,MF,Aston Villa,24-002,1998,31,28,2445,27.2,2,3,2,0,0,7,0,0.07,0.11,0.18,0.07,0.18,1.9,1.9,2.3,4.3,0.07,0.09,0.16,0.07,0.16,https://fbref.com/en/players/6f7d826d/
Romelu Lukaku,BEL,FW,Chelsea,28-363,1993,24,14,1422,15.8,7,0,6,1,1,0,0,0.44,0.0,0.44,0.38,0.38,5.9,5.1,2.3,7.4,0.37,0.15,0.52,0.32,0.47,https://fbref.com/en/players/5eae500a/
Lyanco,BRA,DF,Southampton,25-099,1997,13,7,731,8.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02,0.02,0.04,0.02,0.04,https://fbref.com/en/players/b5bf1770/
Alexis Mac Allister,ARG,MFFW,Brighton,23-138,1998,31,20,1943,21.6,5,2,3,2,3,4,0,0.23,0.09,0.32,0.14,0.23,5.8,3.5,1.2,4.8,0.27,0.06,0.33,0.16,0.22,https://fbref.com/en/players/83d074ff/
James Maddison,ENG,MFFW,Leicester City,25-169,1996,31,24,2108,23.4,8,5,8,0,0,3,0,0.34,0.21,0.56,0.34,0.56,6.3,6.3,4.0,10.3,0.27,0.17,0.44,0.27,0.44,https://fbref.com/en/players/ee38d9c5/
Harry Maguire,ENG,DF,Manchester Utd,29-067,1993,29,27,2425,26.9,1,0,1,0,0,9,1,0.04,0.0,0.04,0.04,0.04,1.7,1.7,0.2,1.9,0.06,0.01,0.07,0.06,0.07,https://fbref.com/en/players/d8931174/
Riyad Mahrez,ALG,FW,Manchester City,31-079,1991,25,13,1339,14.9,11,5,7,4,4,0,0,0.74,0.34,1.08,0.47,0.81,9.1,6.1,3.4,9.5,0.61,0.23,0.84,0.41,0.64,https://fbref.com/en/players/892d5bb1/
Ainsley Maitland-Niles,ENG,MF,Arsenal,24-255,1997,8,2,268,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.01,0.12,0.13,0.01,0.13,https://fbref.com/en/players/e3a5814e/
Sadio Mané,SEN,FW,Liverpool,30-031,1992,33,31,2729,30.3,15,2,15,0,0,5,0,0.49,0.07,0.56,0.49,0.56,16.2,16.2,4.2,20.4,0.53,0.14,0.67,0.53,0.67,https://fbref.com/en/players/c691bfe2/
Javier Manquillo,ESP,DF,Newcastle Utd,28-006,1994,19,15,1257,14.0,1,2,1,0,0,5,0,0.07,0.14,0.21,0.07,0.21,0.5,0.5,0.3,0.8,0.03,0.02,0.06,0.03,0.06,https://fbref.com/en/players/758dd7f0/
Fernando Marçal,BRA,DF,Wolves,33-081,1989,18,17,1449,16.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,0.03,0.04,0.08,0.03,0.08,https://fbref.com/en/players/9ae9eaea/
Solly March,ENG,DFFW,Brighton,27-295,1994,29,15,1611,17.9,0,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,1.2,1.2,2.4,3.6,0.07,0.13,0.2,0.07,0.2,https://fbref.com/en/players/bb5fbd2b/
Pablo Marí,ESP,DF,Arsenal,28-253,1993,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.15,0.05,0.21,0.15,0.21,https://fbref.com/en/players/aa54ec6f/
Anthony Martial,FRA,FW,Manchester Utd,26-157,1995,8,2,212,2.4,1,0,1,0,0,0,0,0.42,0.0,0.42,0.42,0.42,0.4,0.4,0.1,0.6,0.19,0.06,0.25,0.19,0.25,https://fbref.com/en/players/8b788c01/
Martinelli,BRA,FWMF,Arsenal,20-327,2001,26,19,1669,18.5,5,5,5,0,0,3,1,0.27,0.27,0.54,0.27,0.54,5.5,5.5,2.8,8.3,0.3,0.15,0.45,0.3,0.45,https://fbref.com/en/players/48a5a5d6/
Emiliano Martínez,ARG,GK,Aston Villa,29-251,1992,34,34,3060,34.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7956236f/
Adam Masina,MAR,DF,Watford,28-129,1994,12,11,884,9.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.02,0.05,0.07,0.02,0.07,https://fbref.com/en/players/de0f152c/
Arthur Masuaku,COD,DFFW,West Ham,28-185,1993,13,6,650,7.2,1,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,0.1,0.1,0.9,1.0,0.01,0.12,0.14,0.01,0.14,https://fbref.com/en/players/57df7a11/
Juan Mata,ESP,MF,Manchester Utd,34-013,1988,6,2,206,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.13,0.07,0.2,0.13,0.2,https://fbref.com/en/players/29733c72/
Jean-Philippe Mateta,FRA,FW,Crystal Palace,24-317,1997,20,11,995,11.1,4,1,4,0,0,2,0,0.36,0.09,0.45,0.36,0.45,4.8,4.8,1.3,6.1,0.44,0.12,0.55,0.44,0.55,https://fbref.com/en/players/50e6dc35/
Nemanja Matić,SRB,MF,Manchester Utd,33-283,1988,23,16,1382,15.4,0,4,0,0,0,3,0,0.0,0.26,0.26,0.0,0.26,0.2,0.2,1.7,1.8,0.01,0.11,0.12,0.01,0.12,https://fbref.com/en/players/eb7822d7/
Joël Matip,CMR,DF,Liverpool,30-276,1991,29,29,2610,29.0,2,2,2,0,0,1,0,0.07,0.07,0.14,0.07,0.14,2.9,2.9,0.8,3.7,0.1,0.03,0.13,0.1,0.13,https://fbref.com/en/players/b217ef29/
Neal Maupay,FRA,FW,Brighton,25-270,1996,31,25,2231,24.8,8,2,7,1,2,6,0,0.32,0.08,0.4,0.28,0.36,7.5,6.0,2.2,8.1,0.3,0.09,0.39,0.24,0.33,https://fbref.com/en/players/4bcf39f6/
Bryan Mbeumo,FRA,FW,Brentford,22-277,1999,33,32,2725,30.3,4,7,3,1,1,4,0,0.13,0.23,0.36,0.1,0.33,9.2,8.5,3.5,11.9,0.3,0.11,0.42,0.28,0.39,https://fbref.com/en/players/6afaebf2/
James McArthur,SCO,MF,Crystal Palace,34-216,1987,20,15,1431,15.9,0,3,0,0,0,4,0,0.0,0.19,0.19,0.0,0.19,0.3,0.3,1.1,1.4,0.02,0.07,0.09,0.02,0.09,https://fbref.com/en/players/cee31595/
