Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8
Donny van de Beek,NED,MF,Manchester Utd,25-023,1997,8,0,75,0.8,1,0,1,0,0,0,0,1.2,0.0,1.2,1.2,1.2,0.7,0.7,0.5,1.2,0.88,0.58,1.46,0.88,1.46,https://fbref.com/en/players/50dc94ce/,https://fbref.com/en/players/50dc94ce/scout/365_euro/Donny-van-de-Beek-Scouting-Report,https://fbref.com/en/players/50dc94ce/scout/11160/Donny-van-de-Beek-Scouting-Report,https://fbref.com/en/players/50dc94ce/scout/10728/Donny-van-de-Beek-Scouting-Report,,,,,
Asmir Begović,BIH,GK,Everton,34-325,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7b4de647/,https://fbref.com/en/players/7b4de647/matchlogs/2017-2018/misc/Asmir-Begovic-Match-Logs,https://fbref.com/en/players/7b4de647/matchlogs/2018-2019/misc/Asmir-Begovic-Match-Logs,https://fbref.com/en/players/7b4de647/matchlogs/2019-2020/misc/Asmir-Begovic-Match-Logs,https://fbref.com/en/players/7b4de647/matchlogs/2021-2022/misc/Asmir-Begovic-Match-Logs,,,,
Saïd Benrahma,ALG,FWMF,West Ham,26-274,1995,32,26,2168,24.1,8,6,8,0,0,0,0,0.33,0.25,0.58,0.33,0.58,5.1,5.1,3.3,8.4,0.21,0.14,0.35,0.21,0.35,https://fbref.com/en/players/5a04fd92/,https://fbref.com/en/players/5a04fd92/scout/365_euro/Said-Benrahma-Scouting-Report,https://fbref.com/en/players/5a04fd92/scout/11160/Said-Benrahma-Scouting-Report,https://fbref.com/en/players/5a04fd92/scout/10728/Said-Benrahma-Scouting-Report,,,,,
Rodrigo Bentancur,URU,MF,Tottenham,24-340,1997,14,13,1109,12.3,0,1,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08,0.7,0.7,0.9,1.6,0.06,0.08,0.13,0.06,0.13,https://fbref.com/en/players/3b8674e6/,https://fbref.com/en/players/3b8674e6/scout/365_euro/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/11160/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/11222/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/10730/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/3260/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/1896/Rodrigo-Bentancur-Scouting-Report,https://fbref.com/en/players/3b8674e6/scout/1640/Rodrigo-Bentancur-Scouting-Report,
Christian Benteke,BEL,FW,Crystal Palace,31-159,1990,23,11,1122,12.5,4,1,4,0,0,3,0,0.32,0.08,0.4,0.32,0.4,5.4,5.4,1.1,6.4,0.43,0.09,0.52,0.43,0.52,https://fbref.com/en/players/ab070c55/,https://fbref.com/en/players/ab070c55/scout/365_euro/Christian-Benteke-Scouting-Report,https://fbref.com/en/players/ab070c55/scout/11160/Christian-Benteke-Scouting-Report,https://fbref.com/en/players/ab070c55/scout/10728/Christian-Benteke-Scouting-Report,https://fbref.com/en/players/ab070c55/scout/3232/Christian-Benteke-Scouting-Report,https://fbref.com/en/players/ab070c55/scout/1889/Christian-Benteke-Scouting-Report,https://fbref.com/en/players/ab070c55/scout/1631/Christian-Benteke-Scouting-Report,,
Jóhann Berg Guðmundsson,ISL,MF,Burnley,31-196,1990,18,13,1102,12.2,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,1.7,1.7,0.3,2.0,0.14,0.03,0.16,0.14,0.16,https://fbref.com/en/players/f72293fc/,https://fbref.com/en/players/f72293fc/scout/365_euro/Johann-Berg-Gudmundsson-Scouting-Report,https://fbref.com/en/players/f72293fc/scout/11160/Johann-Berg-Gudmundsson-Scouting-Report,https://fbref.com/en/players/f72293fc/scout/10728/Johann-Berg-Gudmundsson-Scouting-Report,https://fbref.com/en/players/f72293fc/scout/3232/Johann-Berg-Gudmundsson-Scouting-Report,https://fbref.com/en/players/f72293fc/scout/1889/Johann-Berg-Gudmundsson-Scouting-Report,https://fbref.com/en/players/f72293fc/scout/1631/Johann-Berg-Gudmundsson-Scouting-Report,,
Steven Bergwijn,NED,FWMF,Tottenham,24-215,1997,23,4,528,5.9,3,1,3,0,0,1,0,0.51,0.17,0.68,0.51,0.68,3.1,3.1,0.6,3.7,0.52,0.11,0.63,0.52,0.63,https://fbref.com/en/players/a29b1131/,https://fbref.com/en/players/a29b1131/scout/365_euro/Steven-Bergwijn-Scouting-Report,https://fbref.com/en/players/a29b1131/scout/11160/Steven-Bergwijn-Scouting-Report,https://fbref.com/en/players/a29b1131/scout/10728/Steven-Bergwijn-Scouting-Report,https://fbref.com/en/players/a29b1131/scout/3232/Steven-Bergwijn-Scouting-Report,,,,
Ryan Bertrand,ENG,DF,Leicester City,32-279,1989,4,4,337,3.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.08,0.08,0.0,0.08,https://fbref.com/en/players/01226327/,https://fbref.com/en/players/01226327/scout/365_euro/Ryan-Bertrand-Scouting-Report,https://fbref.com/en/players/01226327/scout/10728/Ryan-Bertrand-Scouting-Report,https://fbref.com/en/players/01226327/scout/3232/Ryan-Bertrand-Scouting-Report,https://fbref.com/en/players/01226327/scout/1889/Ryan-Bertrand-Scouting-Report,https://fbref.com/en/players/01226327/scout/1631/Ryan-Bertrand-Scouting-Report,,,
Mads Bidstrup,DEN,MF,Brentford,21-075,2001,4,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/407db0d5/,https://fbref.com/en/players/407db0d5/all_comps/Mads-Bidstrup-Stats---All-Competitions,https://fbref.com/en/players/407db0d5/dom_lg/Mads-Bidstrup-Domestic-League-Stats,https://fbref.com/en/players/407db0d5/dom_cup/Mads-Bidstrup-Domestic-Cup-Stats,,,,,
Yves Bissouma,MLI,MF,Brighton,25-254,1996,24,23,1976,22.0,1,1,1,0,0,10,0,0.05,0.05,0.09,0.05,0.09,0.9,0.9,0.6,1.4,0.04,0.03,0.07,0.04,0.07,https://fbref.com/en/players/6c203af0/,https://fbref.com/en/players/6c203af0/scout/365_euro/Yves-Bissouma-Scouting-Report,https://fbref.com/en/players/6c203af0/scout/11160/Yves-Bissouma-Scouting-Report,https://fbref.com/en/players/6c203af0/scout/10728/Yves-Bissouma-Scouting-Report,https://fbref.com/en/players/6c203af0/scout/3232/Yves-Bissouma-Scouting-Report,https://fbref.com/en/players/6c203af0/scout/1889/Yves-Bissouma-Scouting-Report,https://fbref.com/en/players/6c203af0/scout/1632/Yves-Bissouma-Scouting-Report,,
Willy Boly,CIV,DF,Wolves,31-097,1991,7,7,630,7.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02,0.02,0.04,0.02,0.04,https://fbref.com/en/players/a4ac4b8f/,https://fbref.com/en/players/a4ac4b8f/scout/365_euro/Willy-Boly-Scouting-Report,https://fbref.com/en/players/a4ac4b8f/scout/11160/Willy-Boly-Scouting-Report,https://fbref.com/en/players/a4ac4b8f/scout/10728/Willy-Boly-Scouting-Report,https://fbref.com/en/players/a4ac4b8f/scout/3232/Willy-Boly-Scouting-Report,https://fbref.com/en/players/a4ac4b8f/scout/1889/Willy-Boly-Scouting-Report,,,
Jarrod Bowen,ENG,FW,West Ham,25-142,1996,34,32,2803,31.1,10,10,10,0,0,5,0,0.32,0.32,0.64,0.32,0.64,10.1,10.1,5.7,15.8,0.32,0.18,0.51,0.32,0.51,https://fbref.com/en/players/79c84d1c/,https://fbref.com/en/players/79c84d1c/scout/365_euro/Jarrod-Bowen-Scouting-Report,https://fbref.com/en/players/79c84d1c/scout/11160/Jarrod-Bowen-Scouting-Report,https://fbref.com/en/players/79c84d1c/scout/10728/Jarrod-Bowen-Scouting-Report,https://fbref.com/en/players/79c84d1c/scout/3232/Jarrod-Bowen-Scouting-Report,,,,
Jarrad Branthwaite,ENG,DF,Everton,19-318,2002,4,2,281,3.1,1,0,1,0,0,0,0,0.32,0.0,0.32,0.32,0.32,0.4,0.4,0.0,0.4,0.14,0.0,0.14,0.14,0.14,https://fbref.com/en/players/c1949191/,https://fbref.com/en/players/c1949191/all_comps/Jarrad-Branthwaite-Stats---All-Competitions,https://fbref.com/en/players/c1949191/dom_lg/Jarrad-Branthwaite-Domestic-League-Stats,https://fbref.com/en/players/c1949191/dom_cup/Jarrad-Branthwaite-Domestic-Cup-Stats,,,,,
Armando Broja,ALB,FW,Southampton,20-243,2001,31,20,1894,21.0,6,0,6,0,0,2,0,0.29,0.0,0.29,0.29,0.29,7.0,7.0,1.3,8.4,0.33,0.06,0.4,0.33,0.4,https://fbref.com/en/players/97220da2/,https://fbref.com/en/players/97220da2/scout/365_euro/Armando-Broja-Scouting-Report,https://fbref.com/en/players/97220da2/scout/11160/Armando-Broja-Scouting-Report,,,,,,
Josh Brownhill,ENG,MF,Burnley,26-143,1995,32,29,2703,30.0,2,3,2,0,0,10,0,0.07,0.1,0.17,0.07,0.17,1.4,1.4,2.3,3.7,0.05,0.08,0.12,0.05,0.12,https://fbref.com/en/players/47369df8/,https://fbref.com/en/players/47369df8/scout/365_euro/Josh-Brownhill-Scouting-Report,https://fbref.com/en/players/47369df8/scout/11160/Josh-Brownhill-Scouting-Report,https://fbref.com/en/players/47369df8/scout/10728/Josh-Brownhill-Scouting-Report,https://fbref.com/en/players/47369df8/scout/3232/Josh-Brownhill-Scouting-Report,,,,
Lewis Brunt,ENG,MF,Leicester City,21-186,2000,1,0,24,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a2081c6b/,https://fbref.com/en/players/a2081c6b/all_comps/Lewis-Brunt-Stats---All-Competitions,https://fbref.com/en/players/a2081c6b/dom_lg/Lewis-Brunt-Domestic-League-Stats,https://fbref.com/en/players/a2081c6b/dom_cup/Lewis-Brunt-Domestic-Cup-Stats,,,,,
Bryan,ESP,FWMF,Tottenham,21-089,2001,9,0,94,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.07,0.1,0.03,0.1,https://fbref.com/en/players/7b5ab7f2/,https://fbref.com/en/players/7b5ab7f2/scout/365_euro/Bryan-Scouting-Report,https://fbref.com/en/players/7b5ab7f2/scout/11174/Bryan-Scouting-Report,https://fbref.com/en/players/7b5ab7f2/scout/10731/Bryan-Scouting-Report,https://fbref.com/en/players/7b5ab7f2/scout/3239/Bryan-Scouting-Report,,,,
Emi Buendía,ARG,FWMF,Aston Villa,25-137,1996,32,20,1702,18.9,3,6,3,0,0,1,0,0.16,0.32,0.48,0.16,0.48,2.8,2.8,4.9,7.7,0.15,0.26,0.41,0.15,0.41,https://fbref.com/en/players/66b76d44/,https://fbref.com/en/players/66b76d44/scout/365_euro/Emi-Buendia-Scouting-Report,https://fbref.com/en/players/66b76d44/scout/11160/Emi-Buendia-Scouting-Report,https://fbref.com/en/players/66b76d44/scout/3232/Emi-Buendia-Scouting-Report,,,,,
Dan Burn,ENG,DF,Brighton,30-002,1992,13,12,1022,11.4,1,0,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,1.3,1.3,0.0,1.3,0.11,0.0,0.12,0.11,0.12,https://fbref.com/en/players/b2d31e83/,https://fbref.com/en/players/b2d31e83/scout/365_euro/Dan-Burn-Scouting-Report,https://fbref.com/en/players/b2d31e83/scout/11160/Dan-Burn-Scouting-Report,https://fbref.com/en/players/b2d31e83/scout/10728/Dan-Burn-Scouting-Report,https://fbref.com/en/players/b2d31e83/scout/3232/Dan-Burn-Scouting-Report,,,,
Dan Burn,ENG,DF,Newcastle Utd,30-002,1992,14,14,1260,14.0,0,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,0.5,0.5,0.1,0.6,0.04,0.01,0.04,0.04,0.04,https://fbref.com/en/players/b2d31e83/,https://fbref.com/en/players/b2d31e83/scout/365_euro/Dan-Burn-Scouting-Report,https://fbref.com/en/players/b2d31e83/scout/11160/Dan-Burn-Scouting-Report,https://fbref.com/en/players/b2d31e83/scout/10728/Dan-Burn-Scouting-Report,https://fbref.com/en/players/b2d31e83/scout/3232/Dan-Burn-Scouting-Report,,,,
Jack Butland,ENG,GK,Crystal Palace,29-062,1993,7,6,585,6.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/cc70a1d5/,https://fbref.com/en/players/cc70a1d5/scout/365_euro/Jack-Butland-Scouting-Report,https://fbref.com/en/players/cc70a1d5/scout/11160/Jack-Butland-Scouting-Report,https://fbref.com/en/players/cc70a1d5/scout/1631/Jack-Butland-Scouting-Report,,,,,
Sam Byram,ENG,DF,Norwich City,28-237,1993,12,8,812,9.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.09,0.02,0.11,0.09,0.11,https://fbref.com/en/players/1bf811d4/,https://fbref.com/en/players/1bf811d4/scout/365_euro/Sam-Byram-Scouting-Report,https://fbref.com/en/players/1bf811d4/scout/11160/Sam-Byram-Scouting-Report,https://fbref.com/en/players/1bf811d4/scout/3232/Sam-Byram-Scouting-Report,,,,,
Willy Caballero,ARG,GK,Southampton,40-225,1981,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a179d516/,https://fbref.com/en/players/a179d516/matchlogs/2017-2018/misc/Willy-Caballero-Match-Logs,https://fbref.com/en/players/a179d516/matchlogs/2018-2019/misc/Willy-Caballero-Match-Logs,https://fbref.com/en/players/a179d516/matchlogs/2019-2020/misc/Willy-Caballero-Match-Logs,https://fbref.com/en/players/a179d516/matchlogs/2020-2021/misc/Willy-Caballero-Match-Logs,https://fbref.com/en/players/a179d516/matchlogs/2021-2022/misc/Willy-Caballero-Match-Logs,https://fbref.com/en/players/a179d516/matchlogs/nat_tm/misc/Willy-Caballero-Match-Logs,,
Moisés Caicedo,ECU,MF,Brighton,20-190,2001,6,6,509,5.7,1,1,1,0,0,1,0,0.18,0.18,0.35,0.18,0.35,0.1,0.1,0.3,0.4,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/16264a81/,https://fbref.com/en/players/16264a81/scout/365_euro/Moises-Caicedo-Scouting-Report,https://fbref.com/en/players/16264a81/scout/11160/Moises-Caicedo-Scouting-Report,,,,,,
Dominic Calvert-Lewin,ENG,FW,Everton,25-056,1997,13,12,999,11.1,3,1,1,2,3,2,0,0.27,0.09,0.36,0.09,0.18,6.1,3.8,0.8,4.6,0.55,0.07,0.62,0.34,0.41,https://fbref.com/en/players/59e6e5bf/,https://fbref.com/en/players/59e6e5bf/scout/365_euro/Dominic-Calvert-Lewin-Scouting-Report,https://fbref.com/en/players/59e6e5bf/scout/11160/Dominic-Calvert-Lewin-Scouting-Report,https://fbref.com/en/players/59e6e5bf/scout/10728/Dominic-Calvert-Lewin-Scouting-Report,https://fbref.com/en/players/59e6e5bf/scout/3232/Dominic-Calvert-Lewin-Scouting-Report,https://fbref.com/en/players/59e6e5bf/scout/1889/Dominic-Calvert-Lewin-Scouting-Report,https://fbref.com/en/players/59e6e5bf/scout/1631/Dominic-Calvert-Lewin-Scouting-Report,,
Chem Campbell,WAL,MF,Wolves,19-132,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/6f711f67/,https://fbref.com/en/players/6f711f67/all_comps/Chem-Campbell-Stats---All-Competitions,https://fbref.com/en/players/6f711f67/dom_lg/Chem-Campbell-Domestic-League-Stats,https://fbref.com/en/players/6f711f67/dom_cup/Chem-Campbell-Domestic-Cup-Stats,,,,,
João Cancelo,POR,DF,Manchester City,27-349,1994,33,33,2957,32.9,1,7,1,0,0,7,0,0.03,0.21,0.24,0.03,0.24,3.8,3.8,4.6,8.3,0.11,0.14,0.25,0.11,0.25,https://fbref.com/en/players/bd6351cd/,https://fbref.com/en/players/bd6351cd/scout/365_euro/Joao-Cancelo-Scouting-Report,https://fbref.com/en/players/bd6351cd/scout/11160/Joao-Cancelo-Scouting-Report,https://fbref.com/en/players/bd6351cd/scout/10728/Joao-Cancelo-Scouting-Report,https://fbref.com/en/players/bd6351cd/scout/3232/Joao-Cancelo-Scouting-Report,https://fbref.com/en/players/bd6351cd/scout/1896/Joao-Cancelo-Scouting-Report,https://fbref.com/en/players/bd6351cd/scout/1640/Joao-Cancelo-Scouting-Report,,
Sergi Canós,ESP,DF,Brentford,25-098,1997,30,25,2066,23.0,2,2,2,0,0,6,0,0.09,0.09,0.17,0.09,0.17,3.0,3.0,1.9,4.9,0.13,0.08,0.21,0.13,0.21,https://fbref.com/en/players/1137759d/,https://fbref.com/en/players/1137759d/scout/365_euro/Sergi-Canos-Scouting-Report,https://fbref.com/en/players/1137759d/scout/11160/Sergi-Canos-Scouting-Report,,,,,,
Todd Cantwell,ENG,FWMF,Norwich City,24-073,1998,8,5,441,4.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/f63d8a4b/,https://fbref.com/en/players/f63d8a4b/scout/3232/Todd-Cantwell-Scouting-Report,,,,,,,
Matty Cash,POL,DF,Aston Villa,24-277,1997,35,35,3107,34.5,3,3,3,0,0,8,0,0.09,0.09,0.17,0.09,0.17,2.1,2.1,1.9,4.0,0.06,0.05,0.12,0.06,0.12,https://fbref.com/en/players/2389cdc2/,https://fbref.com/en/players/2389cdc2/scout/365_euro/Matty-Cash-Scouting-Report,https://fbref.com/en/players/2389cdc2/scout/11160/Matty-Cash-Scouting-Report,https://fbref.com/en/players/2389cdc2/scout/10728/Matty-Cash-Scouting-Report,,,,,
Timothy Castagne,BEL,DF,Leicester City,26-157,1995,23,18,1788,19.9,1,0,1,0,0,1,0,0.05,0.0,0.05,0.05,0.05,0.2,0.2,1.0,1.1,0.01,0.05,0.06,0.01,0.06,https://fbref.com/en/players/197640fd/,https://fbref.com/en/players/197640fd/scout/365_euro/Timothy-Castagne-Scouting-Report,https://fbref.com/en/players/197640fd/scout/11160/Timothy-Castagne-Scouting-Report,https://fbref.com/en/players/197640fd/scout/10728/Timothy-Castagne-Scouting-Report,https://fbref.com/en/players/197640fd/scout/3260/Timothy-Castagne-Scouting-Report,https://fbref.com/en/players/197640fd/scout/1896/Timothy-Castagne-Scouting-Report,https://fbref.com/en/players/197640fd/scout/1640/Timothy-Castagne-Scouting-Report,,
Jonny Castro,ESP,DF,Wolves,28-069,1994,10,7,754,8.4,2,0,2,0,0,1,0,0.24,0.0,0.24,0.24,0.24,0.7,0.7,0.8,1.6,0.09,0.1,0.19,0.09,0.19,https://fbref.com/en/players/e28868f3/,https://fbref.com/en/players/e28868f3/scout/365_euro/Jonny-Castro-Scouting-Report,https://fbref.com/en/players/e28868f3/scout/11160/Jonny-Castro-Scouting-Report,https://fbref.com/en/players/e28868f3/scout/10728/Jonny-Castro-Scouting-Report,https://fbref.com/en/players/e28868f3/scout/3232/Jonny-Castro-Scouting-Report,https://fbref.com/en/players/e28868f3/scout/1889/Jonny-Castro-Scouting-Report,https://fbref.com/en/players/e28868f3/scout/1652/Jonny-Castro-Scouting-Report,,
Craig Cathcart,NIR,DF,Watford,33-094,1989,29,26,2301,25.6,0,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,0.3,0.4,0.0,0.01,0.02,0.0,0.02,https://fbref.com/en/players/89e4b358/,https://fbref.com/en/players/89e4b358/scout/365_euro/Craig-Cathcart-Scouting-Report,https://fbref.com/en/players/89e4b358/scout/11160/Craig-Cathcart-Scouting-Report,https://fbref.com/en/players/89e4b358/scout/3232/Craig-Cathcart-Scouting-Report,https://fbref.com/en/players/89e4b358/scout/1889/Craig-Cathcart-Scouting-Report,https://fbref.com/en/players/89e4b358/scout/1631/Craig-Cathcart-Scouting-Report,,,
Edinson Cavani,URU,FW,Manchester Utd,35-086,1987,14,6,676,7.5,2,1,2,0,0,0,0,0.27,0.13,0.4,0.27,0.4,3.2,3.2,1.2,4.4,0.43,0.16,0.59,0.43,0.59,https://fbref.com/en/players/527f063d/,https://fbref.com/en/players/527f063d/scout/365_euro/Edinson-Cavani-Scouting-Report,https://fbref.com/en/players/527f063d/scout/11160/Edinson-Cavani-Scouting-Report,https://fbref.com/en/players/527f063d/scout/10728/Edinson-Cavani-Scouting-Report,https://fbref.com/en/players/527f063d/scout/3243/Edinson-Cavani-Scouting-Report,https://fbref.com/en/players/527f063d/scout/2104/Edinson-Cavani-Scouting-Report,https://fbref.com/en/players/527f063d/scout/1632/Edinson-Cavani-Scouting-Report,,
Kayky Chagas,BRA,FW,Manchester City,18-334,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/17734ea0/,https://fbref.com/en/players/17734ea0/all_comps/Kayky-Chagas-Stats---All-Competitions,https://fbref.com/en/players/17734ea0/dom_lg/Kayky-Chagas-Domestic-League-Stats,https://fbref.com/en/players/17734ea0/dom_cup/Kayky-Chagas-Domestic-Cup-Stats,https://fbref.com/en/players/17734ea0/intl_cup/Kayky-Chagas-International-Cup-Stats,,,,
Trevoh Chalobah,ENG,DF,Chelsea,22-310,1999,18,15,1269,14.1,3,1,3,0,0,2,0,0.21,0.07,0.28,0.21,0.28,0.9,0.9,0.2,1.1,0.06,0.01,0.08,0.06,0.08,https://fbref.com/en/players/5515376c/,https://fbref.com/en/players/5515376c/scout/365_euro/Trevoh-Chalobah-Scouting-Report,https://fbref.com/en/players/5515376c/scout/11160/Trevoh-Chalobah-Scouting-Report,https://fbref.com/en/players/5515376c/scout/10732/Trevoh-Chalobah-Scouting-Report,,,,,
Calum Chambers,ENG,DF,Arsenal,27-111,1995,2,2,170,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,https://fbref.com/en/players/dc6f5bdd/,https://fbref.com/en/players/dc6f5bdd/scout/365_euro/Calum-Chambers-Scouting-Report,https://fbref.com/en/players/dc6f5bdd/scout/11160/Calum-Chambers-Scouting-Report,https://fbref.com/en/players/dc6f5bdd/scout/10728/Calum-Chambers-Scouting-Report,https://fbref.com/en/players/dc6f5bdd/scout/3232/Calum-Chambers-Scouting-Report,https://fbref.com/en/players/dc6f5bdd/scout/1889/Calum-Chambers-Scouting-Report,https://fbref.com/en/players/dc6f5bdd/scout/1631/Calum-Chambers-Scouting-Report,,
Calum Chambers,ENG,DFMF,Aston Villa,27-111,1995,8,7,610,6.8,1,0,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/dc6f5bdd/,https://fbref.com/en/players/dc6f5bdd/scout/365_euro/Calum-Chambers-Scouting-Report,https://fbref.com/en/players/dc6f5bdd/scout/11160/Calum-Chambers-Scouting-Report,https://fbref.com/en/players/dc6f5bdd/scout/10728/Calum-Chambers-Scouting-Report,https://fbref.com/en/players/dc6f5bdd/scout/3232/Calum-Chambers-Scouting-Report,https://fbref.com/en/players/dc6f5bdd/scout/1889/Calum-Chambers-Scouting-Report,https://fbref.com/en/players/dc6f5bdd/scout/1631/Calum-Chambers-Scouting-Report,,
Daniel Chesters,ENG,MF,West Ham,20-037,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/240c8ab6/,https://fbref.com/en/players/240c8ab6/all_comps/Daniel-Chesters-Stats---All-Competitions,https://fbref.com/en/players/240c8ab6/dom_lg/Daniel-Chesters-Domestic-League-Stats,https://fbref.com/en/players/240c8ab6/intl_cup/Daniel-Chesters-International-Cup-Stats,,,,,
Ben Chilwell,ENG,DF,Chelsea,25-141,1996,6,6,540,6.0,3,1,3,0,0,0,0,0.5,0.17,0.67,0.5,0.67,1.2,1.2,0.9,2.1,0.19,0.15,0.35,0.19,0.35,https://fbref.com/en/players/d2424d1b/,https://fbref.com/en/players/d2424d1b/scout/365_euro/Ben-Chilwell-Scouting-Report,https://fbref.com/en/players/d2424d1b/scout/11160/Ben-Chilwell-Scouting-Report,https://fbref.com/en/players/d2424d1b/scout/10728/Ben-Chilwell-Scouting-Report,https://fbref.com/en/players/d2424d1b/scout/3232/Ben-Chilwell-Scouting-Report,https://fbref.com/en/players/d2424d1b/scout/1889/Ben-Chilwell-Scouting-Report,https://fbref.com/en/players/d2424d1b/scout/1631/Ben-Chilwell-Scouting-Report,,
Chiquinho,POR,MFDF,Wolves,22-095,2000,6,0,73,0.8,0,3,0,0,0,0,0,0.0,3.7,3.7,0.0,3.7,0.2,0.2,0.3,0.6,0.28,0.42,0.71,0.28,0.71,https://fbref.com/en/players/dc6c2f02/,https://fbref.com/en/players/dc6c2f02/all_comps/Chiquinho-Stats---All-Competitions,https://fbref.com/en/players/dc6c2f02/dom_lg/Chiquinho-Domestic-League-Stats,https://fbref.com/en/players/dc6c2f02/dom_cup/Chiquinho-Domestic-Cup-Stats,,,,,
Hamza Choudhury,ENG,DFMF,Leicester City,24-222,1997,6,4,285,3.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,https://fbref.com/en/players/7d2d3329/,https://fbref.com/en/players/7d2d3329/scout/3232/Hamza-Choudhury-Scouting-Report,https://fbref.com/en/players/7d2d3329/scout/1889/Hamza-Choudhury-Scouting-Report,,,,,,
Andreas Christensen,DEN,DF,Chelsea,26-031,1996,18,16,1406,15.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.7,0.03,0.02,0.04,0.03,0.04,https://fbref.com/en/players/1cb49278/,https://fbref.com/en/players/1cb49278/scout/365_euro/Andreas-Christensen-Scouting-Report,https://fbref.com/en/players/1cb49278/scout/11160/Andreas-Christensen-Scouting-Report,https://fbref.com/en/players/1cb49278/scout/10728/Andreas-Christensen-Scouting-Report,https://fbref.com/en/players/1cb49278/scout/3232/Andreas-Christensen-Scouting-Report,https://fbref.com/en/players/1cb49278/scout/1889/Andreas-Christensen-Scouting-Report,https://fbref.com/en/players/1cb49278/scout/1631/Andreas-Christensen-Scouting-Report,,
