Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7
Yvan Neyou,CMR,MF,Saint-Étienne,24,1997,16,12,936,10.4,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04,https://fbref.com/en/players/0ad37003/,https://fbref.com/en/players/0ad37003/scout/365_euro/Yvan-Neyou-Scouting-Report,https://fbref.com/en/players/0ad37003/scout/11183/Yvan-Neyou-Scouting-Report,https://fbref.com/en/players/0ad37003/scout/10732/Yvan-Neyou-Scouting-Report,,,,
Opa Nguette,SEN,FWMF,Metz,27,1994,26,10,1048,11.6,2,2,2,0,0,1,0,0.17,0.17,0.34,0.17,0.34,2.5,2.5,0.3,2.8,0.22,0.03,0.24,0.22,0.24,https://fbref.com/en/players/75a63397/,https://fbref.com/en/players/75a63397/scout/365_euro/Opa-Nguette-Scouting-Report,https://fbref.com/en/players/75a63397/scout/11183/Opa-Nguette-Scouting-Report,https://fbref.com/en/players/75a63397/scout/10732/Opa-Nguette-Scouting-Report,https://fbref.com/en/players/75a63397/scout/3243/Opa-Nguette-Scouting-Report,https://fbref.com/en/players/75a63397/scout/1632/Opa-Nguette-Scouting-Report,,
Sikou Niakaté,FRA,DF,Metz,22,1999,12,8,661,7.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.02,0.01,0.02,0.02,0.02,https://fbref.com/en/players/8eef18aa/,https://fbref.com/en/players/8eef18aa/scout/365_euro/Sikou-Niakate-Scouting-Report,https://fbref.com/en/players/8eef18aa/scout/11183/Sikou-Niakate-Scouting-Report,,,,,
Ibrahima Niane,SEN,FW,Metz,22,1999,26,20,1582,17.6,3,1,2,1,1,2,1,0.17,0.06,0.23,0.11,0.17,4.2,3.4,1.3,4.7,0.24,0.07,0.31,0.19,0.27,https://fbref.com/en/players/46faabfa/,https://fbref.com/en/players/46faabfa/scout/365_euro/Ibrahima-Niane-Scouting-Report,https://fbref.com/en/players/46faabfa/scout/11183/Ibrahima-Niane-Scouting-Report,https://fbref.com/en/players/46faabfa/scout/10732/Ibrahima-Niane-Scouting-Report,https://fbref.com/en/players/46faabfa/scout/3243/Ibrahima-Niane-Scouting-Report,https://fbref.com/en/players/46faabfa/scout/1632/Ibrahima-Niane-Scouting-Report,,
M'Baye Niang,SEN,FW,Bordeaux,26,1994,22,7,777,8.6,3,1,3,0,0,3,0,0.35,0.12,0.46,0.35,0.46,2.6,2.6,1.3,4.0,0.31,0.15,0.46,0.31,0.46,https://fbref.com/en/players/2054d037/,https://fbref.com/en/players/2054d037/scout/365_euro/MBaye-Niang-Scouting-Report,https://fbref.com/en/players/2054d037/scout/11183/MBaye-Niang-Scouting-Report,https://fbref.com/en/players/2054d037/scout/3243/MBaye-Niang-Scouting-Report,https://fbref.com/en/players/2054d037/scout/2104/MBaye-Niang-Scouting-Report,https://fbref.com/en/players/2054d037/scout/1640/MBaye-Niang-Scouting-Report,,
Cheikh Niasse,SEN,MFFW,Lille,21,2000,4,0,44,0.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ff20acfe/,https://fbref.com/en/players/ff20acfe/all_comps/Cheikh-Niasse-Stats---All-Competitions,https://fbref.com/en/players/ff20acfe/dom_lg/Cheikh-Niasse-Domestic-League-Stats,https://fbref.com/en/players/ff20acfe/dom_cup/Cheikh-Niasse-Domestic-Cup-Stats,https://fbref.com/en/players/ff20acfe/intl_cup/Cheikh-Niasse-International-Cup-Stats,,,
Casimir Ninga,CHA,FW,Angers,28,1993,16,3,409,4.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,0.2,0.01,0.21,0.2,0.21,https://fbref.com/en/players/91f2da4c/,https://fbref.com/en/players/91f2da4c/scout/3243/Casimir-Ninga-Scouting-Report,https://fbref.com/en/players/91f2da4c/scout/2104/Casimir-Ninga-Scouting-Report,https://fbref.com/en/players/91f2da4c/scout/1632/Casimir-Ninga-Scouting-Report,,,,
Arnaud Nordin,FRA,FWMF,Saint-Étienne,23,1998,36,20,1874,20.8,4,4,4,0,0,4,0,0.19,0.19,0.38,0.19,0.38,4.9,4.9,3.2,8.1,0.23,0.16,0.39,0.23,0.39,https://fbref.com/en/players/7b9a9e25/,https://fbref.com/en/players/7b9a9e25/scout/365_euro/Arnaud-Nordin-Scouting-Report,https://fbref.com/en/players/7b9a9e25/scout/11183/Arnaud-Nordin-Scouting-Report,https://fbref.com/en/players/7b9a9e25/scout/10732/Arnaud-Nordin-Scouting-Report,https://fbref.com/en/players/7b9a9e25/scout/3243/Arnaud-Nordin-Scouting-Report,https://fbref.com/en/players/7b9a9e25/scout/2104/Arnaud-Nordin-Scouting-Report,,
Alexander Nübel,GER,GK,Monaco,24,1996,38,38,3420,38.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/afb0c500/,https://fbref.com/en/players/afb0c500/scout/365_euro/Alexander-Nubel-Scouting-Report,https://fbref.com/en/players/afb0c500/scout/11183/Alexander-Nubel-Scouting-Report,https://fbref.com/en/players/afb0c500/scout/3248/Alexander-Nubel-Scouting-Report,https://fbref.com/en/players/afb0c500/scout/2109/Alexander-Nubel-Scouting-Report,,,
Gerzino Nyamsi,FRA,DF,Strasbourg,24,1997,34,33,2984,33.2,0,2,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,2.1,2.1,0.3,2.4,0.06,0.01,0.07,0.06,0.07,https://fbref.com/en/players/6043997c/,https://fbref.com/en/players/6043997c/scout/365_euro/Gerzino-Nyamsi-Scouting-Report,https://fbref.com/en/players/6043997c/scout/11183/Gerzino-Nyamsi-Scouting-Report,https://fbref.com/en/players/6043997c/scout/10732/Gerzino-Nyamsi-Scouting-Report,https://fbref.com/en/players/6043997c/scout/2104/Gerzino-Nyamsi-Scouting-Report,,,
Florent Ogier,FRA,DF,Clermont Foot,32,1989,30,29,2429,27.0,1,0,1,0,0,6,0,0.04,0.0,0.04,0.04,0.04,0.4,0.4,0.2,0.6,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/6993927b/,https://fbref.com/en/players/6993927b/scout/365_euro/Florent-Ogier-Scouting-Report,https://fbref.com/en/players/6993927b/scout/11183/Florent-Ogier-Scouting-Report,,,,,
Warmed Omari,FRA,DF,Rennes,21,2000,34,31,2796,31.1,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/4534a352/,https://fbref.com/en/players/4534a352/scout/365_euro/Warmed-Omari-Scouting-Report,https://fbref.com/en/players/4534a352/scout/11183/Warmed-Omari-Scouting-Report,,,,,
Jonas Omlin,SUI,GK,Montpellier,27,1994,29,29,2587,28.7,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/c631f952/,https://fbref.com/en/players/c631f952/scout/365_euro/Jonas-Omlin-Scouting-Report,https://fbref.com/en/players/c631f952/scout/11183/Jonas-Omlin-Scouting-Report,https://fbref.com/en/players/c631f952/scout/10732/Jonas-Omlin-Scouting-Report,,,,
Amadou Onana,BEL,MF,Lille,19,2001,32,11,1359,15.1,1,0,1,0,0,2,1,0.07,0.0,0.07,0.07,0.07,2.4,2.4,0.6,3.0,0.16,0.04,0.2,0.16,0.2,https://fbref.com/en/players/828657ff/,https://fbref.com/en/players/828657ff/scout/365_euro/Amadou-Onana-Scouting-Report,https://fbref.com/en/players/828657ff/scout/11183/Amadou-Onana-Scouting-Report,,,,,
Jean Onana,CMR,MF,Bordeaux,21,2000,23,23,1832,20.4,3,2,3,0,0,3,1,0.15,0.1,0.25,0.15,0.25,1.3,1.3,1.7,3.0,0.06,0.08,0.15,0.06,0.15,https://fbref.com/en/players/b5bb8188/,https://fbref.com/en/players/b5bb8188/scout/365_euro/Jean-Onana-Scouting-Report,https://fbref.com/en/players/b5bb8188/scout/11183/Jean-Onana-Scouting-Report,,,,,
Otávio,BRA,MF,Bordeaux,27,1994,16,13,1147,12.7,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/243f4a0b/,https://fbref.com/en/players/243f4a0b/scout/365_euro/Otavio-Scouting-Report,https://fbref.com/en/players/243f4a0b/scout/11183/Otavio-Scouting-Report,https://fbref.com/en/players/243f4a0b/scout/10732/Otavio-Scouting-Report,https://fbref.com/en/players/243f4a0b/scout/3243/Otavio-Scouting-Report,https://fbref.com/en/players/243f4a0b/scout/2104/Otavio-Scouting-Report,https://fbref.com/en/players/243f4a0b/scout/1632/Otavio-Scouting-Report,
Dango Ouattara,BFA,MFFW,Lorient,19,2002,25,7,812,9.0,1,2,1,0,0,4,0,0.11,0.22,0.33,0.11,0.33,2.4,2.4,0.7,3.0,0.26,0.08,0.34,0.26,0.34,https://fbref.com/en/players/2f9e4435/,https://fbref.com/en/players/2f9e4435/scout/365_euro/Dango-Ouattara-Scouting-Report,https://fbref.com/en/players/2f9e4435/scout/11183/Dango-Ouattara-Scouting-Report,,,,,
Remi Oudin,FRA,MFFW,Bordeaux,24,1996,33,20,1737,19.3,4,5,4,0,0,6,0,0.21,0.26,0.47,0.21,0.47,3.5,3.5,2.8,6.3,0.18,0.14,0.33,0.18,0.33,https://fbref.com/en/players/ea02beaf/,https://fbref.com/en/players/ea02beaf/scout/365_euro/Remi-Oudin-Scouting-Report,https://fbref.com/en/players/ea02beaf/scout/11183/Remi-Oudin-Scouting-Report,https://fbref.com/en/players/ea02beaf/scout/10732/Remi-Oudin-Scouting-Report,https://fbref.com/en/players/ea02beaf/scout/3243/Remi-Oudin-Scouting-Report,https://fbref.com/en/players/ea02beaf/scout/2104/Remi-Oudin-Scouting-Report,,
Alexandre Oukidja,ALG,GK,Metz,33,1988,21,21,1875,20.8,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ae7d0ecd/,https://fbref.com/en/players/ae7d0ecd/scout/365_euro/Alexandre-Oukidja-Scouting-Report,https://fbref.com/en/players/ae7d0ecd/scout/11183/Alexandre-Oukidja-Scouting-Report,https://fbref.com/en/players/ae7d0ecd/scout/10732/Alexandre-Oukidja-Scouting-Report,https://fbref.com/en/players/ae7d0ecd/scout/3243/Alexandre-Oukidja-Scouting-Report,https://fbref.com/en/players/ae7d0ecd/scout/1632/Alexandre-Oukidja-Scouting-Report,,
Azzedine Ounahi,MAR,MF,Angers,21,2000,32,16,1633,18.1,2,1,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17,1.9,1.9,1.5,3.4,0.1,0.08,0.19,0.1,0.19,https://fbref.com/en/players/83299cc0/,https://fbref.com/en/players/83299cc0/scout/365_euro/Azzedine-Ounahi-Scouting-Report,https://fbref.com/en/players/83299cc0/scout/11183/Azzedine-Ounahi-Scouting-Report,,,,,
Ambroise Oyongo,CMR,DF,Montpellier,30,1991,11,7,659,7.3,1,0,1,0,0,5,0,0.14,0.0,0.14,0.14,0.14,0.2,0.2,0.0,0.2,0.03,0.0,0.03,0.03,0.03,https://fbref.com/en/players/e3e05edf/,https://fbref.com/en/players/e3e05edf/scout/365_euro/Ambroise-Oyongo-Scouting-Report,https://fbref.com/en/players/e3e05edf/scout/11183/Ambroise-Oyongo-Scouting-Report,https://fbref.com/en/players/e3e05edf/scout/10732/Ambroise-Oyongo-Scouting-Report,https://fbref.com/en/players/e3e05edf/scout/3243/Ambroise-Oyongo-Scouting-Report,https://fbref.com/en/players/e3e05edf/scout/2104/Ambroise-Oyongo-Scouting-Report,,
Vincent Pajot,FRA,MF,Metz,30,1990,30,27,2311,25.7,1,0,1,0,0,6,1,0.04,0.0,0.04,0.04,0.04,1.1,1.1,0.3,1.4,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/f86ca403/,https://fbref.com/en/players/f86ca403/scout/365_euro/Vincent-Pajot-Scouting-Report,https://fbref.com/en/players/f86ca403/scout/11183/Vincent-Pajot-Scouting-Report,https://fbref.com/en/players/f86ca403/scout/10732/Vincent-Pajot-Scouting-Report,https://fbref.com/en/players/f86ca403/scout/3243/Vincent-Pajot-Scouting-Report,https://fbref.com/en/players/f86ca403/scout/2104/Vincent-Pajot-Scouting-Report,https://fbref.com/en/players/f86ca403/scout/1632/Vincent-Pajot-Scouting-Report,
Nicolas Pallois,FRA,DF,Nantes,33,1987,30,29,2447,27.2,1,0,1,0,0,8,1,0.04,0.0,0.04,0.04,0.04,0.5,0.5,0.1,0.6,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/779847d6/,https://fbref.com/en/players/779847d6/scout/365_euro/Nicolas-Pallois-Scouting-Report,https://fbref.com/en/players/779847d6/scout/11183/Nicolas-Pallois-Scouting-Report,https://fbref.com/en/players/779847d6/scout/10732/Nicolas-Pallois-Scouting-Report,https://fbref.com/en/players/779847d6/scout/3243/Nicolas-Pallois-Scouting-Report,https://fbref.com/en/players/779847d6/scout/2104/Nicolas-Pallois-Scouting-Report,https://fbref.com/en/players/779847d6/scout/1632/Nicolas-Pallois-Scouting-Report,
Erik Palmer-Brown,USA,DF,Troyes,24,1997,21,19,1734,19.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.5,0.02,0.0,0.03,0.02,0.03,https://fbref.com/en/players/e5c1e0ca/,https://fbref.com/en/players/e5c1e0ca/scout/365_euro/Erik-Palmer-Brown-Scouting-Report,https://fbref.com/en/players/e5c1e0ca/scout/11183/Erik-Palmer-Brown-Scouting-Report,,,,,
Emerson Palmieri,ITA,DF,Lyon,26,1994,29,26,2264,25.2,1,2,1,0,0,3,1,0.04,0.08,0.12,0.04,0.12,1.0,1.0,3.3,4.3,0.04,0.13,0.17,0.04,0.17,https://fbref.com/en/players/e0bc6fdc/,https://fbref.com/en/players/e0bc6fdc/scout/365_euro/Emerson-Palmieri-Scouting-Report,https://fbref.com/en/players/e0bc6fdc/scout/11183/Emerson-Palmieri-Scouting-Report,https://fbref.com/en/players/e0bc6fdc/scout/3232/Emerson-Palmieri-Scouting-Report,https://fbref.com/en/players/e0bc6fdc/scout/1889/Emerson-Palmieri-Scouting-Report,,,
Lucas Paquetá,BRA,MFFW,Lyon,23,1997,35,32,2699,30.0,9,6,8,1,1,3,0,0.3,0.2,0.5,0.27,0.47,10.9,10.1,5.9,16.0,0.36,0.2,0.56,0.34,0.54,https://fbref.com/en/players/9b6f7fd5/,https://fbref.com/en/players/9b6f7fd5/scout/365_euro/Lucas-Paqueta-Scouting-Report,https://fbref.com/en/players/9b6f7fd5/scout/11183/Lucas-Paqueta-Scouting-Report,https://fbref.com/en/players/9b6f7fd5/scout/10732/Lucas-Paqueta-Scouting-Report,https://fbref.com/en/players/9b6f7fd5/scout/3260/Lucas-Paqueta-Scouting-Report,https://fbref.com/en/players/9b6f7fd5/scout/1896/Lucas-Paqueta-Scouting-Report,,
Rubén Pardo,ESP,MF,Bordeaux,28,1992,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2306bfde/,https://fbref.com/en/players/2306bfde/scout/1886/Ruben-Pardo-Scouting-Report,,,,,,
Leandro Paredes,ARG,MF,Paris S-G,27,1994,15,10,838,9.3,1,2,1,0,0,3,0,0.11,0.21,0.32,0.11,0.32,0.3,0.3,0.2,0.5,0.03,0.03,0.05,0.03,0.05,https://fbref.com/en/players/dff153a4/,https://fbref.com/en/players/dff153a4/scout/365_euro/Leandro-Paredes-Scouting-Report,https://fbref.com/en/players/dff153a4/scout/11183/Leandro-Paredes-Scouting-Report,https://fbref.com/en/players/dff153a4/scout/10732/Leandro-Paredes-Scouting-Report,https://fbref.com/en/players/dff153a4/scout/3243/Leandro-Paredes-Scouting-Report,https://fbref.com/en/players/dff153a4/scout/2104/Leandro-Paredes-Scouting-Report,,
Strahinja Pavlović,SRB,DF,Monaco,20,2001,7,5,451,5.0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.09,0.0,0.09,0.09,0.09,https://fbref.com/en/players/25146df0/,https://fbref.com/en/players/25146df0/scout/365_euro/Strahinja-Pavlovic-Scouting-Report,https://fbref.com/en/players/25146df0/scout/11183/Strahinja-Pavlovic-Scouting-Report,,,,,
Dimitri Payet,FRA,FWMF,Marseille,34,1987,31,28,2592,28.8,12,10,5,7,7,3,0,0.42,0.35,0.76,0.17,0.52,10.5,5.2,10.5,15.8,0.37,0.37,0.73,0.18,0.55,https://fbref.com/en/players/58ae47b2/,https://fbref.com/en/players/58ae47b2/scout/365_euro/Dimitri-Payet-Scouting-Report,https://fbref.com/en/players/58ae47b2/scout/11183/Dimitri-Payet-Scouting-Report,https://fbref.com/en/players/58ae47b2/scout/10732/Dimitri-Payet-Scouting-Report,https://fbref.com/en/players/58ae47b2/scout/3243/Dimitri-Payet-Scouting-Report,https://fbref.com/en/players/58ae47b2/scout/2104/Dimitri-Payet-Scouting-Report,https://fbref.com/en/players/58ae47b2/scout/1632/Dimitri-Payet-Scouting-Report,
Timothee Pembele,FRA,DF,Bordeaux,18,2002,26,17,1414,15.7,1,1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,0.9,0.9,2.1,3.0,0.06,0.13,0.19,0.06,0.19,https://fbref.com/en/players/f8ce97ca/,https://fbref.com/en/players/f8ce97ca/scout/365_euro/Timothee-Pembele-Scouting-Report,https://fbref.com/en/players/f8ce97ca/scout/11183/Timothee-Pembele-Scouting-Report,,,,,
Mathias Pereira Lage,POR,DF,Angers,24,1996,24,11,1040,11.6,4,2,4,0,0,0,0,0.35,0.17,0.52,0.35,0.52,2.7,2.7,1.5,4.2,0.23,0.13,0.37,0.23,0.37,https://fbref.com/en/players/8846a40f/,https://fbref.com/en/players/8846a40f/scout/365_euro/Mathias-Pereira-Lage-Scouting-Report,https://fbref.com/en/players/8846a40f/scout/11183/Mathias-Pereira-Lage-Scouting-Report,https://fbref.com/en/players/8846a40f/scout/10732/Mathias-Pereira-Lage-Scouting-Report,https://fbref.com/en/players/8846a40f/scout/3243/Mathias-Pereira-Lage-Scouting-Report,,,
Brayann Pereira,FRA,DF,Lens,18,2003,2,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.92,0.92,0.0,0.92,https://fbref.com/en/players/5c42e7ce/,https://fbref.com/en/players/5c42e7ce/matchlogs/2021-2022/passing/Brayann-Pereira-Match-Logs,,,,,,
Danilo Pereira,POR,MF,Paris S-G,29,1991,27,22,2038,22.6,5,0,5,0,0,2,0,0.22,0.0,0.22,0.22,0.22,3.1,3.1,0.3,3.3,0.14,0.01,0.15,0.14,0.15,https://fbref.com/en/players/8fd9996f/,https://fbref.com/en/players/8fd9996f/scout/365_euro/Danilo-Pereira-Scouting-Report,https://fbref.com/en/players/8fd9996f/scout/11183/Danilo-Pereira-Scouting-Report,https://fbref.com/en/players/8fd9996f/scout/10732/Danilo-Pereira-Scouting-Report,,,,
Luan Peres Petroni,BRA,DF,Marseille,27,1994,34,29,2679,29.8,0,2,0,0,0,6,0,0.0,0.07,0.07,0.0,0.07,0.1,0.1,1.6,1.7,0.0,0.06,0.06,0.0,0.06,https://fbref.com/en/players/a5549ec1/,https://fbref.com/en/players/a5549ec1/scout/365_euro/Luan-Peres-Petroni-Scouting-Report,https://fbref.com/en/players/a5549ec1/scout/11183/Luan-Peres-Petroni-Scouting-Report,,,,,
Lucas Perrin,FRA,DF,Strasbourg,22,1998,31,29,2502,27.8,1,1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,0.3,0.3,0.8,1.1,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/49070d66/,https://fbref.com/en/players/49070d66/scout/365_euro/Lucas-Perrin-Scouting-Report,https://fbref.com/en/players/49070d66/scout/11183/Lucas-Perrin-Scouting-Report,,,,,
Danijel Petković,MNE,GK,Angers,28,1993,15,15,1350,15.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/b98cea65/,https://fbref.com/en/players/b98cea65/scout/365_euro/Danijel-Petkovic-Scouting-Report,https://fbref.com/en/players/b98cea65/scout/11183/Danijel-Petkovic-Scouting-Report,,,,,
Léo Pétrot,FRA,DF,Lorient,24,1997,22,21,1815,20.2,1,0,1,0,0,0,0,0.05,0.0,0.05,0.05,0.05,0.5,0.5,0.1,0.5,0.02,0.0,0.03,0.02,0.03,https://fbref.com/en/players/00638016/,https://fbref.com/en/players/00638016/scout/365_euro/Leo-Petrot-Scouting-Report,https://fbref.com/en/players/00638016/scout/11183/Leo-Petrot-Scouting-Report,,,,,
Romain Philippoteaux,FRA,MF,Brest,33,1988,1,0,24,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/f98b15f0/,https://fbref.com/en/players/f98b15f0/scout/10732/Romain-Philippoteaux-Scouting-Report,https://fbref.com/en/players/f98b15f0/scout/3243/Romain-Philippoteaux-Scouting-Report,,,,,
Jérôme Phojo,FRA,DF,Clermont Foot,28,1993,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ff44d058/,https://fbref.com/en/players/ff44d058/all_comps/Jerome-Phojo-Stats---All-Competitions,https://fbref.com/en/players/ff44d058/dom_lg/Jerome-Phojo-Domestic-League-Stats,https://fbref.com/en/players/ff44d058/dom_cup/Jerome-Phojo-Domestic-Cup-Stats,,,,
Jérémy Pied,FRA,DFFW,Lille,32,1989,2,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,https://fbref.com/en/players/a634b9d2/,https://fbref.com/en/players/a634b9d2/scout/3243/Jeremy-Pied-Scouting-Report,https://fbref.com/en/players/a634b9d2/scout/2104/Jeremy-Pied-Scouting-Report,,,,,
Ronaël Pierre-Gabriel,FRA,DF,Brest,23,1998,30,29,2548,28.3,0,1,0,0,0,6,0,0.0,0.04,0.04,0.0,0.04,0.7,0.7,0.7,1.3,0.02,0.02,0.05,0.02,0.05,https://fbref.com/en/players/64ba07c0/,https://fbref.com/en/players/64ba07c0/scout/365_euro/Ronael-Pierre-Gabriel-Scouting-Report,https://fbref.com/en/players/64ba07c0/scout/11183/Ronael-Pierre-Gabriel-Scouting-Report,https://fbref.com/en/players/64ba07c0/scout/10732/Ronael-Pierre-Gabriel-Scouting-Report,https://fbref.com/en/players/64ba07c0/scout/3248/Ronael-Pierre-Gabriel-Scouting-Report,https://fbref.com/en/players/64ba07c0/scout/1632/Ronael-Pierre-Gabriel-Scouting-Report,,
Julian Pollersbeck,GER,GK,Lyon,26,1994,6,4,436,4.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/d6f6ce93/,https://fbref.com/en/players/d6f6ce93/scout/365_euro/Julian-Pollersbeck-Scouting-Report,https://fbref.com/en/players/d6f6ce93/scout/1634/Julian-Pollersbeck-Scouting-Report,,,,,
Gaëtan Poussin,FRA,GK,Bordeaux,22,1999,13,13,1170,13.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/c252c705/,https://fbref.com/en/players/c252c705/scout/365_euro/Gaetan-Poussin-Scouting-Report,https://fbref.com/en/players/c252c705/scout/11183/Gaetan-Poussin-Scouting-Report,,,,,
Sanjin Prcić,BIH,MF,Strasbourg,27,1993,32,27,2186,24.3,1,0,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04,1.5,1.5,2.4,3.9,0.06,0.1,0.16,0.06,0.16,https://fbref.com/en/players/51c30111/,https://fbref.com/en/players/51c30111/scout/365_euro/Sanjin-Prcic-Scouting-Report,https://fbref.com/en/players/51c30111/scout/11183/Sanjin-Prcic-Scouting-Report,https://fbref.com/en/players/51c30111/scout/1886/Sanjin-Prcic-Scouting-Report,https://fbref.com/en/players/51c30111/scout/2104/Sanjin-Prcic-Scouting-Report,https://fbref.com/en/players/51c30111/scout/1632/Sanjin-Prcic-Scouting-Report,,
Nicolas de Préville,FRA,FWMF,Metz,30,1991,27,24,1969,21.9,5,2,5,0,0,5,0,0.23,0.09,0.32,0.23,0.32,2.6,2.6,2.0,4.7,0.12,0.09,0.21,0.12,0.21,https://fbref.com/en/players/b0547a87/,https://fbref.com/en/players/b0547a87/matchlogs/2017-2018/keeper/Nicolas-de-Preville-Match-Logs,,,,,,
Nemanja Radonjić,SRB,MF,Marseille,25,1996,1,0,18,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.89,0.89,0.0,0.89,https://fbref.com/en/players/0630eb63/,https://fbref.com/en/players/0630eb63/scout/10737/Nemanja-Radonjic-Scouting-Report,https://fbref.com/en/players/0630eb63/scout/3243/Nemanja-Radonjic-Scouting-Report,https://fbref.com/en/players/0630eb63/scout/2104/Nemanja-Radonjic-Scouting-Report,,,,
Rafinha,BRA,FWMF,Paris S-G,28,1993,5,3,220,2.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.16,0.05,0.21,0.16,0.21,https://fbref.com/en/players/0c2ac3cb/,https://fbref.com/en/players/0c2ac3cb/scout/365_euro/Rafinha-Scouting-Report,https://fbref.com/en/players/0c2ac3cb/scout/11174/Rafinha-Scouting-Report,https://fbref.com/en/players/0c2ac3cb/scout/10732/Rafinha-Scouting-Report,https://fbref.com/en/players/0c2ac3cb/scout/3239/Rafinha-Scouting-Report,https://fbref.com/en/players/0c2ac3cb/scout/1640/Rafinha-Scouting-Report,,
Predrag Rajković,SRB,GK,Reims,25,1995,38,38,3420,38.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/58ad9383/,https://fbref.com/en/players/58ad9383/scout/365_euro/Predrag-Rajkovic-Scouting-Report,https://fbref.com/en/players/58ad9383/scout/11183/Predrag-Rajkovic-Scouting-Report,https://fbref.com/en/players/58ad9383/scout/10732/Predrag-Rajkovic-Scouting-Report,https://fbref.com/en/players/58ad9383/scout/3243/Predrag-Rajkovic-Scouting-Report,,,
