Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8,Scouting Report 9
Mikael,BRA,FWMF,Salernitana,22,1999,7,0,87,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.18,0.0,0.18,0.18,0.18,https://fbref.com/en/players/33502726/,https://fbref.com/en/players/33502726/matchlogs/2021-2022/passing/Mikael-Match-Logs,,,,,,,,
Hilmir Mikaelsson,ISL,FW,Venezia,17,2004,1,0,18,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/5add9b29/,https://fbref.com/en/players/5add9b29/matchlogs/2021-2022/passing/Hilmir-Mikaelsson-Match-Logs,,,,,,,,
Nikola Milenković,SRB,DF,Fiorentina,23,1997,34,34,2926,32.5,1,0,1,0,0,10,1,0.03,0.0,0.03,0.03,0.03,2.1,2.1,0.0,2.1,0.06,0.0,0.07,0.06,0.07,https://fbref.com/en/players/bee704fc/,https://fbref.com/en/players/bee704fc/scout/365_euro/Nikola-Milenkovic-Scouting-Report,https://fbref.com/en/players/bee704fc/scout/11222/Nikola-Milenkovic-Scouting-Report,https://fbref.com/en/players/bee704fc/scout/10730/Nikola-Milenkovic-Scouting-Report,https://fbref.com/en/players/bee704fc/scout/3260/Nikola-Milenkovic-Scouting-Report,https://fbref.com/en/players/bee704fc/scout/1896/Nikola-Milenkovic-Scouting-Report,https://fbref.com/en/players/bee704fc/scout/1640/Nikola-Milenkovic-Scouting-Report,,,
Sergej Milinković-Savić,SRB,MF,Lazio,26,1995,37,36,3100,34.4,11,10,11,0,0,6,1,0.32,0.29,0.61,0.32,0.61,7.3,7.3,6.0,13.3,0.21,0.17,0.38,0.21,0.38,https://fbref.com/en/players/4e6dbac4/,https://fbref.com/en/players/4e6dbac4/scout/365_euro/Sergej-Milinkovic-Savic-Scouting-Report,https://fbref.com/en/players/4e6dbac4/scout/11222/Sergej-Milinkovic-Savic-Scouting-Report,https://fbref.com/en/players/4e6dbac4/scout/10730/Sergej-Milinkovic-Savic-Scouting-Report,https://fbref.com/en/players/4e6dbac4/scout/3260/Sergej-Milinkovic-Savic-Scouting-Report,https://fbref.com/en/players/4e6dbac4/scout/1896/Sergej-Milinkovic-Savic-Scouting-Report,https://fbref.com/en/players/4e6dbac4/scout/1640/Sergej-Milinkovic-Savic-Scouting-Report,,,
Vanja Milinković-Savić,SRB,GK,Torino,24,1997,27,27,2430,27.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9fa26bc2/,https://fbref.com/en/players/9fa26bc2/scout/365_euro/Vanja-Milinkovic-Savic-Scouting-Report,https://fbref.com/en/players/9fa26bc2/scout/11222/Vanja-Milinkovic-Savic-Scouting-Report,https://fbref.com/en/players/9fa26bc2/scout/10730/Vanja-Milinkovic-Savic-Scouting-Report,,,,,,
Aleksei Miranchuk,RUS,MFFW,Atalanta,25,1995,19,7,772,8.6,2,5,2,0,0,0,0,0.23,0.58,0.82,0.23,0.82,1.6,1.6,3.0,4.6,0.19,0.35,0.54,0.19,0.54,https://fbref.com/en/players/a9aa0d1d/,https://fbref.com/en/players/a9aa0d1d/scout/365_euro/Aleksei-Miranchuk-Scouting-Report,https://fbref.com/en/players/a9aa0d1d/scout/11222/Aleksei-Miranchuk-Scouting-Report,https://fbref.com/en/players/a9aa0d1d/scout/10730/Aleksei-Miranchuk-Scouting-Report,,,,,,
Fabio Miretti,ITA,MF,Juventus,17,2003,6,4,321,3.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.03,0.11,0.14,0.03,0.14,https://fbref.com/en/players/34693494/,https://fbref.com/en/players/34693494/all_comps/Fabio-Miretti-Stats---All-Competitions,https://fbref.com/en/players/34693494/dom_lg/Fabio-Miretti-Domestic-League-Stats,https://fbref.com/en/players/34693494/intl_cup/Fabio-Miretti-International-Cup-Stats,,,,,,
Henrikh Mkhitaryan,ARM,MFFW,Roma,32,1989,31,29,2495,27.7,5,6,5,0,0,4,1,0.18,0.22,0.4,0.18,0.4,3.8,3.8,4.6,8.4,0.14,0.17,0.3,0.14,0.3,https://fbref.com/en/players/dd0daf32/,https://fbref.com/en/players/dd0daf32/scout/365_euro/Henrikh-Mkhitaryan-Scouting-Report,https://fbref.com/en/players/dd0daf32/scout/11222/Henrikh-Mkhitaryan-Scouting-Report,https://fbref.com/en/players/dd0daf32/scout/10730/Henrikh-Mkhitaryan-Scouting-Report,https://fbref.com/en/players/dd0daf32/scout/3260/Henrikh-Mkhitaryan-Scouting-Report,https://fbref.com/en/players/dd0daf32/scout/1889/Henrikh-Mkhitaryan-Scouting-Report,https://fbref.com/en/players/dd0daf32/scout/1631/Henrikh-Mkhitaryan-Scouting-Report,,,
Marco Modolo,ITA,DF,Venezia,32,1989,6,4,392,4.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/fdcdb521/,https://fbref.com/en/players/fdcdb521/all_comps/Marco-Modolo-Stats---All-Competitions,https://fbref.com/en/players/fdcdb521/dom_lg/Marco-Modolo-Domestic-League-Stats,https://fbref.com/en/players/fdcdb521/dom_cup/Marco-Modolo-Domestic-Cup-Stats,,,,,,
Nahuel Molina,ARG,DF,Udinese,23,1997,35,31,2638,29.3,7,2,7,0,0,7,1,0.24,0.07,0.31,0.24,0.31,4.1,4.1,3.7,7.8,0.14,0.12,0.26,0.14,0.26,https://fbref.com/en/players/23610943/,https://fbref.com/en/players/23610943/scout/365_euro/Nahuel-Molina-Scouting-Report,https://fbref.com/en/players/23610943/scout/11222/Nahuel-Molina-Scouting-Report,https://fbref.com/en/players/23610943/scout/10730/Nahuel-Molina-Scouting-Report,,,,,,
Cristian Molinaro,ITA,DF,Venezia,38,1983,8,6,548,6.1,0,1,0,0,0,0,0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.4,0.4,0.0,0.06,0.06,0.0,0.06,https://fbref.com/en/players/1c8c5aed/,https://fbref.com/en/players/1c8c5aed/scout/365_euro/Cristian-Molinaro-Scouting-Report,https://fbref.com/en/players/1c8c5aed/scout/11222/Cristian-Molinaro-Scouting-Report,https://fbref.com/en/players/1c8c5aed/scout/1896/Cristian-Molinaro-Scouting-Report,https://fbref.com/en/players/1c8c5aed/scout/1640/Cristian-Molinaro-Scouting-Report,,,,,
Lorenzo Montipò,ITA,GK,Hellas Verona,25,1996,34,34,3060,34.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/c1d95617/,https://fbref.com/en/players/c1d95617/scout/365_euro/Lorenzo-Montipo-Scouting-Report,https://fbref.com/en/players/c1d95617/scout/11222/Lorenzo-Montipo-Scouting-Report,https://fbref.com/en/players/c1d95617/scout/10730/Lorenzo-Montipo-Scouting-Report,,,,,,
Álvaro Morata,ESP,FW,Juventus,28,1992,35,26,2302,25.6,9,4,8,1,1,5,0,0.35,0.16,0.51,0.31,0.47,8.0,7.2,6.1,13.3,0.31,0.24,0.55,0.28,0.52,https://fbref.com/en/players/129af0db/,https://fbref.com/en/players/129af0db/scout/365_euro/Alvaro-Morata-Scouting-Report,https://fbref.com/en/players/129af0db/scout/11222/Alvaro-Morata-Scouting-Report,https://fbref.com/en/players/129af0db/scout/10730/Alvaro-Morata-Scouting-Report,https://fbref.com/en/players/129af0db/scout/3239/Alvaro-Morata-Scouting-Report,https://fbref.com/en/players/129af0db/scout/1886/Alvaro-Morata-Scouting-Report,https://fbref.com/en/players/129af0db/scout/1889/Alvaro-Morata-Scouting-Report,https://fbref.com/en/players/129af0db/scout/1631/Alvaro-Morata-Scouting-Report,,
Raúl Moro,ESP,FW,Lazio,18,2002,11,1,201,2.2,0,1,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45,0.3,0.3,0.2,0.5,0.14,0.11,0.24,0.14,0.24,https://fbref.com/en/players/919dd4b1/,https://fbref.com/en/players/919dd4b1/all_comps/Raul-Moro-Stats---All-Competitions,https://fbref.com/en/players/919dd4b1/dom_lg/Raul-Moro-Domestic-League-Stats,https://fbref.com/en/players/919dd4b1/dom_cup/Raul-Moro-Domestic-Cup-Stats,https://fbref.com/en/players/919dd4b1/intl_cup/Raul-Moro-International-Cup-Stats,,,,,
Andrei Motoc,ROU,DF,Salernitana,19,2002,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,https://fbref.com/en/players/b64073a0/,https://fbref.com/en/players/b64073a0/all_comps/Andrei-Motoc-Stats---All-Competitions,https://fbref.com/en/players/b64073a0/dom_lg/Andrei-Motoc-Domestic-League-Stats,https://fbref.com/en/players/b64073a0/dom_cup/Andrei-Motoc-Domestic-Cup-Stats,,,,,,
Lys Mousset,FRA,FWMF,Salernitana,25,1996,6,2,160,1.8,0,1,0,0,0,2,0,0.0,0.56,0.56,0.0,0.56,0.1,0.1,0.2,0.3,0.06,0.11,0.17,0.06,0.17,https://fbref.com/en/players/d9cfca3d/,https://fbref.com/en/players/d9cfca3d/scout/3232/Lys-Mousset-Scouting-Report,https://fbref.com/en/players/d9cfca3d/scout/1631/Lys-Mousset-Scouting-Report,,,,,,,
Samuel Mráz,SVK,FW,Spezia,24,1997,2,0,54,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/be6c1ccc/,https://fbref.com/en/players/be6c1ccc/all_comps/Samuel-Mraz-Stats---All-Competitions,https://fbref.com/en/players/be6c1ccc/dom_lg/Samuel-Mraz-Domestic-League-Stats,https://fbref.com/en/players/be6c1ccc/dom_cup/Samuel-Mraz-Domestic-Cup-Stats,https://fbref.com/en/players/be6c1ccc/intl_cup/Samuel-Mraz-International-Cup-Stats,https://fbref.com/en/players/be6c1ccc/nat_tm/Samuel-Mraz-National-Team-Stats,,,,
Mert Müldür,TUR,DF,Sassuolo,22,1999,31,24,2046,22.7,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.2,1.9,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/1295552e/,https://fbref.com/en/players/1295552e/scout/365_euro/Mert-Muldur-Scouting-Report,https://fbref.com/en/players/1295552e/scout/11222/Mert-Muldur-Scouting-Report,https://fbref.com/en/players/1295552e/scout/10730/Mert-Muldur-Scouting-Report,https://fbref.com/en/players/1295552e/scout/3260/Mert-Muldur-Scouting-Report,,,,,
Luis Muriel,COL,FW,Atalanta,30,1991,27,17,1539,17.1,9,8,7,2,2,1,0,0.53,0.47,0.99,0.41,0.88,7.3,5.8,5.5,11.3,0.43,0.32,0.75,0.34,0.66,https://fbref.com/en/players/eb2fe5b6/,https://fbref.com/en/players/eb2fe5b6/scout/365_euro/Luis-Muriel-Scouting-Report,https://fbref.com/en/players/eb2fe5b6/scout/11222/Luis-Muriel-Scouting-Report,https://fbref.com/en/players/eb2fe5b6/scout/10730/Luis-Muriel-Scouting-Report,https://fbref.com/en/players/eb2fe5b6/scout/3260/Luis-Muriel-Scouting-Report,https://fbref.com/en/players/eb2fe5b6/scout/1896/Luis-Muriel-Scouting-Report,https://fbref.com/en/players/eb2fe5b6/scout/1652/Luis-Muriel-Scouting-Report,,,
Vedat Muriqi,KVX,FW,Lazio,27,1994,11,1,215,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.17,0.0,0.17,0.17,0.17,https://fbref.com/en/players/0cadc46d/,https://fbref.com/en/players/0cadc46d/scout/365_euro/Vedat-Muriqi-Scouting-Report,https://fbref.com/en/players/0cadc46d/scout/11174/Vedat-Muriqi-Scouting-Report,https://fbref.com/en/players/0cadc46d/scout/10730/Vedat-Muriqi-Scouting-Report,,,,,,
Nicola Murru,ITA,DF,Sampdoria,26,1994,22,13,983,10.9,1,0,1,0,0,5,0,0.09,0.0,0.09,0.09,0.09,0.1,0.1,0.4,0.5,0.01,0.04,0.04,0.01,0.04,https://fbref.com/en/players/d183e9d6/,https://fbref.com/en/players/d183e9d6/scout/365_euro/Nicola-Murru-Scouting-Report,https://fbref.com/en/players/d183e9d6/scout/11222/Nicola-Murru-Scouting-Report,https://fbref.com/en/players/d183e9d6/scout/10730/Nicola-Murru-Scouting-Report,https://fbref.com/en/players/d183e9d6/scout/3260/Nicola-Murru-Scouting-Report,https://fbref.com/en/players/d183e9d6/scout/1896/Nicola-Murru-Scouting-Report,https://fbref.com/en/players/d183e9d6/scout/1640/Nicola-Murru-Scouting-Report,,,
Juan Musso,ARG,GK,Atalanta,27,1994,33,33,2932,32.6,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a111cf41/,https://fbref.com/en/players/a111cf41/scout/365_euro/Juan-Musso-Scouting-Report,https://fbref.com/en/players/a111cf41/scout/11222/Juan-Musso-Scouting-Report,https://fbref.com/en/players/a111cf41/scout/10730/Juan-Musso-Scouting-Report,https://fbref.com/en/players/a111cf41/scout/3260/Juan-Musso-Scouting-Report,https://fbref.com/en/players/a111cf41/scout/1896/Juan-Musso-Scouting-Report,,,,
Joakim Mæhle,DEN,DF,Atalanta,24,1997,26,15,1471,16.3,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.9,1.9,1.1,3.0,0.12,0.07,0.19,0.12,0.19,https://fbref.com/en/players/c459a650/,https://fbref.com/en/players/c459a650/scout/365_euro/Joakim-Maehle-Scouting-Report,https://fbref.com/en/players/c459a650/scout/11222/Joakim-Maehle-Scouting-Report,https://fbref.com/en/players/c459a650/scout/10730/Joakim-Maehle-Scouting-Report,,,,,,
Nahitan Nández,URU,MFDF,Cagliari,25,1995,21,16,1523,16.9,0,2,0,0,0,4,0,0.0,0.12,0.12,0.0,0.12,0.9,0.9,1.7,2.6,0.05,0.1,0.15,0.05,0.15,https://fbref.com/en/players/95facda1/,https://fbref.com/en/players/95facda1/scout/365_euro/Nahitan-Nandez-Scouting-Report,https://fbref.com/en/players/95facda1/scout/11222/Nahitan-Nandez-Scouting-Report,https://fbref.com/en/players/95facda1/scout/10730/Nahitan-Nandez-Scouting-Report,https://fbref.com/en/players/95facda1/scout/3260/Nahitan-Nandez-Scouting-Report,,,,,
Nani,POR,FWMF,Venezia,34,1986,10,3,287,3.2,0,1,0,0,0,1,0,0.0,0.31,0.31,0.0,0.31,0.1,0.1,0.4,0.5,0.02,0.13,0.15,0.02,0.15,https://fbref.com/en/players/15e9c7e6/,https://fbref.com/en/players/15e9c7e6/scout/365_mls/Nani-Scouting-Report,https://fbref.com/en/players/15e9c7e6/scout/11006/Nani-Scouting-Report,https://fbref.com/en/players/15e9c7e6/scout/10090/Nani-Scouting-Report,https://fbref.com/en/players/15e9c7e6/scout/2798/Nani-Scouting-Report,,,,,
Matija Nastasić,SRB,DF,Fiorentina,28,1993,5,2,219,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/f35430a4/,https://fbref.com/en/players/f35430a4/scout/10737/Matija-Nastasic-Scouting-Report,https://fbref.com/en/players/f35430a4/scout/3248/Matija-Nastasic-Scouting-Report,https://fbref.com/en/players/f35430a4/scout/2109/Matija-Nastasic-Scouting-Report,https://fbref.com/en/players/f35430a4/scout/1634/Matija-Nastasic-Scouting-Report,,,,,
Ilija Nestorovski,MKD,FW,Udinese,31,1990,7,1,188,2.1,1,0,1,0,0,1,0,0.48,0.0,0.48,0.48,0.48,0.7,0.7,0.8,1.5,0.33,0.37,0.7,0.33,0.7,https://fbref.com/en/players/b1236c63/,https://fbref.com/en/players/b1236c63/scout/10730/Ilija-Nestorovski-Scouting-Report,https://fbref.com/en/players/b1236c63/scout/3260/Ilija-Nestorovski-Scouting-Report,,,,,,,
Aurélien Nguiamba,FRA,MF,Spezia,22,1999,3,0,51,0.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/de135234/,https://fbref.com/en/players/de135234/all_comps/Aurelien-Nguiamba-Stats---All-Competitions,https://fbref.com/en/players/de135234/dom_lg/Aurelien-Nguiamba-Domestic-League-Stats,https://fbref.com/en/players/de135234/dom_cup/Aurelien-Nguiamba-Domestic-Cup-Stats,,,,,,
Dimitris Nikolaou,GRE,DF,Spezia,22,1998,36,36,3240,36.0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/cf961d8d/,https://fbref.com/en/players/cf961d8d/scout/365_euro/Dimitris-Nikolaou-Scouting-Report,https://fbref.com/en/players/cf961d8d/scout/11222/Dimitris-Nikolaou-Scouting-Report,,,,,,,
Jean-Pierre Nsame,CMR,FW,Venezia,28,1993,11,1,245,2.7,0,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37,0.6,0.6,0.6,1.2,0.22,0.24,0.46,0.22,0.46,https://fbref.com/en/players/12e6d21a/,https://fbref.com/en/players/12e6d21a/all_comps/Jean-Pierre-Nsame-Stats---All-Competitions,https://fbref.com/en/players/12e6d21a/dom_lg/Jean-Pierre-Nsame-Domestic-League-Stats,https://fbref.com/en/players/12e6d21a/dom_cup/Jean-Pierre-Nsame-Domestic-Cup-Stats,https://fbref.com/en/players/12e6d21a/intl_cup/Jean-Pierre-Nsame-International-Cup-Stats,https://fbref.com/en/players/12e6d21a/nat_tm/Jean-Pierre-Nsame-National-Team-Stats,,,,
Bram Nuytinck,NED,DF,Udinese,31,1990,27,23,2033,22.6,1,0,1,0,0,2,0,0.04,0.0,0.04,0.04,0.04,1.2,1.2,0.2,1.4,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/e33f36d5/,https://fbref.com/en/players/e33f36d5/scout/365_euro/Bram-Nuytinck-Scouting-Report,https://fbref.com/en/players/e33f36d5/scout/11222/Bram-Nuytinck-Scouting-Report,https://fbref.com/en/players/e33f36d5/scout/10730/Bram-Nuytinck-Scouting-Report,https://fbref.com/en/players/e33f36d5/scout/3260/Bram-Nuytinck-Scouting-Report,https://fbref.com/en/players/e33f36d5/scout/1896/Bram-Nuytinck-Scouting-Report,https://fbref.com/en/players/e33f36d5/scout/1640/Bram-Nuytinck-Scouting-Report,,,
Simeon Nwankwo,NGA,FW,Salernitana,29,1992,19,10,842,9.4,1,1,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,3.4,3.4,0.4,3.8,0.36,0.05,0.41,0.36,0.41,https://fbref.com/en/players/80dbbd10/,https://fbref.com/en/players/80dbbd10/scout/365_euro/Simeon-Nwankwo-Scouting-Report,https://fbref.com/en/players/80dbbd10/scout/11222/Simeon-Nwankwo-Scouting-Report,https://fbref.com/en/players/80dbbd10/scout/10730/Simeon-Nwankwo-Scouting-Report,https://fbref.com/en/players/80dbbd10/scout/1640/Simeon-Nwankwo-Scouting-Report,,,,,
M'Bala Nzola,ANG,FW,Spezia,24,1996,21,10,1068,11.9,2,1,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,3.0,3.0,1.4,4.4,0.25,0.11,0.37,0.25,0.37,https://fbref.com/en/players/a4948e67/,https://fbref.com/en/players/a4948e67/scout/365_euro/MBala-Nzola-Scouting-Report,https://fbref.com/en/players/a4948e67/scout/11222/MBala-Nzola-Scouting-Report,https://fbref.com/en/players/a4948e67/scout/10730/MBala-Nzola-Scouting-Report,,,,,,
Adam Obert,SVK,DF,Cagliari,18,2002,6,3,274,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/aa25ce92/,https://fbref.com/en/players/aa25ce92/all_comps/Adam-Obert-Stats---All-Competitions,https://fbref.com/en/players/aa25ce92/dom_lg/Adam-Obert-Domestic-League-Stats,https://fbref.com/en/players/aa25ce92/dom_cup/Adam-Obert-Domestic-Cup-Stats,,,,,,
Joel Obi,NGA,MFDF,Salernitana,30,1991,21,12,1143,12.7,0,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,1.7,1.7,1.7,3.3,0.13,0.13,0.26,0.13,0.26,https://fbref.com/en/players/614c38fb/,https://fbref.com/en/players/614c38fb/scout/365_euro/Joel-Obi-Scouting-Report,https://fbref.com/en/players/614c38fb/scout/11222/Joel-Obi-Scouting-Report,https://fbref.com/en/players/614c38fb/scout/1896/Joel-Obi-Scouting-Report,https://fbref.com/en/players/614c38fb/scout/1640/Joel-Obi-Scouting-Report,,,,,
Brain Oddei,ITA,FW,Sassuolo,18,2002,2,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.29,0.0,1.29,1.29,1.29,https://fbref.com/en/players/97e8ea97/,https://fbref.com/en/players/97e8ea97/all_comps/Brain-Oddei-Stats---All-Competitions,https://fbref.com/en/players/97e8ea97/dom_lg/Brain-Oddei-Domestic-League-Stats,https://fbref.com/en/players/97e8ea97/dom_cup/Brain-Oddei-Domestic-Cup-Stats,,,,,,
Álvaro Odriozola,ESP,DF,Fiorentina,25,1995,25,18,1733,19.3,1,2,1,0,0,4,1,0.05,0.1,0.16,0.05,0.16,1.0,1.0,3.8,4.7,0.05,0.2,0.25,0.05,0.25,https://fbref.com/en/players/1d1691ad/,https://fbref.com/en/players/1d1691ad/scout/365_euro/Alvaro-Odriozola-Scouting-Report,https://fbref.com/en/players/1d1691ad/scout/11222/Alvaro-Odriozola-Scouting-Report,https://fbref.com/en/players/1d1691ad/scout/10731/Alvaro-Odriozola-Scouting-Report,https://fbref.com/en/players/1d1691ad/scout/1886/Alvaro-Odriozola-Scouting-Report,https://fbref.com/en/players/1d1691ad/scout/1652/Alvaro-Odriozola-Scouting-Report,,,,
Stefano Okaka,ITA,FW,Udinese,31,1989,2,0,22,0.2,0,1,0,0,0,1,0,0.0,4.09,4.09,0.0,4.09,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,https://fbref.com/en/players/601ef102/,https://fbref.com/en/players/601ef102/scout/10730/Stefano-Okaka-Scouting-Report,https://fbref.com/en/players/601ef102/scout/3260/Stefano-Okaka-Scouting-Report,https://fbref.com/en/players/601ef102/scout/1896/Stefano-Okaka-Scouting-Report,https://fbref.com/en/players/601ef102/scout/1631/Stefano-Okaka-Scouting-Report,,,,,
David Okereke,NGA,FWMF,Venezia,23,1997,32,24,2053,22.8,7,0,7,0,0,5,1,0.31,0.0,0.31,0.31,0.31,4.8,4.8,1.1,5.8,0.21,0.05,0.26,0.21,0.26,https://fbref.com/en/players/d125f22f/,https://fbref.com/en/players/d125f22f/scout/365_euro/David-Okereke-Scouting-Report,https://fbref.com/en/players/d125f22f/scout/11222/David-Okereke-Scouting-Report,,,,,,,
Christian Oliva,URU,MF,Cagliari,25,1996,4,0,48,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/d3b888e3/,https://fbref.com/en/players/d3b888e3/scout/3260/Christian-Oliva-Scouting-Report,,,,,,,,
Sérgio Oliveira,POR,MF,Roma,29,1992,14,13,892,9.9,2,0,1,1,1,5,0,0.2,0.0,0.2,0.1,0.1,1.4,0.7,1.5,2.3,0.15,0.16,0.3,0.07,0.23,https://fbref.com/en/players/947e036f/,https://fbref.com/en/players/947e036f/scout/365_euro/Sergio-Oliveira-Scouting-Report,https://fbref.com/en/players/947e036f/scout/11222/Sergio-Oliveira-Scouting-Report,,,,,,,
Riccardo Orsolini,ITA,FW,Bologna,24,1997,29,21,1785,19.8,6,3,4,2,2,2,0,0.3,0.15,0.45,0.2,0.35,6.2,4.7,1.9,6.6,0.31,0.1,0.41,0.24,0.33,https://fbref.com/en/players/e14ec482/,https://fbref.com/en/players/e14ec482/scout/365_euro/Riccardo-Orsolini-Scouting-Report,https://fbref.com/en/players/e14ec482/scout/11222/Riccardo-Orsolini-Scouting-Report,https://fbref.com/en/players/e14ec482/scout/10730/Riccardo-Orsolini-Scouting-Report,https://fbref.com/en/players/e14ec482/scout/3260/Riccardo-Orsolini-Scouting-Report,https://fbref.com/en/players/e14ec482/scout/1896/Riccardo-Orsolini-Scouting-Report,https://fbref.com/en/players/e14ec482/scout/1640/Riccardo-Orsolini-Scouting-Report,,,
Victor Osimhen,NGA,FW,Napoli,22,1998,27,23,1983,22.0,14,2,14,0,0,5,1,0.64,0.09,0.73,0.64,0.73,11.5,11.5,1.8,13.3,0.52,0.08,0.6,0.52,0.6,https://fbref.com/en/players/8c90fd7a/,https://fbref.com/en/players/8c90fd7a/scout/365_euro/Victor-Osimhen-Scouting-Report,https://fbref.com/en/players/8c90fd7a/scout/11222/Victor-Osimhen-Scouting-Report,https://fbref.com/en/players/8c90fd7a/scout/10730/Victor-Osimhen-Scouting-Report,https://fbref.com/en/players/8c90fd7a/scout/3243/Victor-Osimhen-Scouting-Report,,,,,
David Ospina,COL,GK,Napoli,32,1988,31,31,2790,31.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/82b1198a/,https://fbref.com/en/players/82b1198a/scout/365_euro/David-Ospina-Scouting-Report,https://fbref.com/en/players/82b1198a/scout/11222/David-Ospina-Scouting-Report,https://fbref.com/en/players/82b1198a/scout/10730/David-Ospina-Scouting-Report,https://fbref.com/en/players/82b1198a/scout/3260/David-Ospina-Scouting-Report,https://fbref.com/en/players/82b1198a/scout/1896/David-Ospina-Scouting-Report,,,,
Adam Ounas,ALG,MFFW,Napoli,24,1996,15,1,326,3.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.0,1.9,0.25,0.27,0.52,0.25,0.52,https://fbref.com/en/players/ed90babd/,https://fbref.com/en/players/ed90babd/scout/365_euro/Adam-Ounas-Scouting-Report,https://fbref.com/en/players/ed90babd/scout/10730/Adam-Ounas-Scouting-Report,https://fbref.com/en/players/ed90babd/scout/3243/Adam-Ounas-Scouting-Report,https://fbref.com/en/players/ed90babd/scout/1896/Adam-Ounas-Scouting-Report,,,,,
Daniele Padelli,ITA,GK,Udinese,35,1985,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/cf1c23d8/,https://fbref.com/en/players/cf1c23d8/matchlogs/2019-2020/misc/Daniele-Padelli-Match-Logs,https://fbref.com/en/players/cf1c23d8/matchlogs/2020-2021/misc/Daniele-Padelli-Match-Logs,https://fbref.com/en/players/cf1c23d8/matchlogs/2021-2022/misc/Daniele-Padelli-Match-Logs,,,,,,
